space,5139,0.000304,0.005167,0.018845,0.018541,0.029179,0.004255,0.007599,0.007599,0.038602,0.044985,0.017021,0.037386,0.034650,0.028571,0.022796,0.013070,0.013678,0.017629,0.010638,0.005775,0.003647,0.002128,0.014590,0.044681,0.191185,0.036170,0.039514,0.034650,0.014590,0.034954,0.112462,0.074468,0.110638,0.120061,0.030395,0.038906,0.060790,0.048936,0.026140,0.037994,0.026140,0.010334,0.011854,0.008207,0.008207,0.007903,0.011550,0.006079
nasa,2411,0.000304,0.002736,0.004559,0.007295,0.005167,0.003951,0.002432,0.006079,0.011246,0.022492,0.004255,0.016717,0.013374,0.010638,0.006687,0.002432,0.004559,0.007295,0.006687,0.001216,0.003343,0.001824,0.001520,0.017933,0.078723,0.021884,0.020973,0.016717,0.006383,0.021581,0.043465,0.032219,0.050760,0.067781,0.010942,0.026444,0.027964,0.022188,0.017933,0.014894,0.013374,0.014894,0.006991,0.008815,0.006079,0.007599,0.012462,0.005775
station,2304,0.000304,0.002128,0.010334,0.011246,0.006079,0.000912,0.002736,0.002736,0.012158,0.015805,0.006991,0.006687,0.010030,0.009726,0.012462,0.003647,0.008207,0.009726,0.004863,0.002736,0.000912,0.002432,0.004863,0.018845,0.068693,0.019757,0.020669,0.016109,0.008815,0.011550,0.056839,0.032219,0.063830,0.063830,0.010030,0.016717,0.024316,0.022492,0.012766,0.025836,0.013070,0.005471,0.006383,0.006687,0.003040,0.003647,0.007599,0.002128
mission,890,0.000000,0.000608,0.000912,0.000608,0.001520,0.000912,0.002432,0.006687,0.004863,0.003040,0.001824,0.011550,0.019757,0.006991,0.008511,0.003647,0.003343,0.004863,0.002432,0.002128,0.001520,0.001824,0.002432,0.003343,0.024924,0.001216,0.004559,0.004559,0.000608,0.005775,0.008511,0.007599,0.013982,0.012766,0.004255,0.006991,0.019757,0.008815,0.009422,0.012158,0.004559,0.001216,0.002432,0.002128,0.001520,0.003343,0.005167,0.000608
shuttle,792,0.000000,0.000000,0.000304,0.000000,0.000000,0.000000,0.000000,0.000000,0.002736,0.007903,0.001520,0.009119,0.002128,0.003647,0.002736,0.001520,0.002128,0.005167,0.003040,0.000608,0.000608,0.000000,0.003951,0.006687,0.031915,0.006383,0.005471,0.003951,0.003647,0.010030,0.006991,0.010030,0.013678,0.017933,0.005167,0.009119,0.009726,0.008815,0.007903,0.007599,0.005167,0.002736,0.005775,0.000608,0.001520,0.004559,0.002432,0.000608
program,730,0.000000,0.000608,0.002736,0.005167,0.004255,0.000912,0.002128,0.003040,0.008815,0.012766,0.004255,0.011550,0.007295,0.008511,0.002128,0.001216,0.001216,0.002128,0.001520,0.001824,0.000304,0.001520,0.002128,0.005471,0.025228,0.003040,0.007599,0.008207,0.004255,0.002736,0.013070,0.008207,0.011854,0.017629,0.001216,0.004255,0.002432,0.006079,0.003951,0.000608,0.001824,0.000608,0.001216,0.001520,0.000000,0.000304,0.000304,0.001216
crew,722,0.000000,0.000304,0.001824,0.000912,0.000912,0.000000,0.000608,0.008207,0.003951,0.005167,0.003951,0.003040,0.017325,0.005471,0.009726,0.001520,0.002432,0.000912,0.007295,0.002736,0.000608,0.000304,0.005167,0.004863,0.010638,0.001520,0.001520,0.003951,0.002432,0.000912,0.001216,0.003647,0.002432,0.004559,0.001520,0.004863,0.013678,0.009726,0.003647,0.013678,0.009119,0.006079,0.004559,0.008207,0.005167,0.004863,0.006079,0.000608
flight,676,0.000000,0.000608,0.004863,0.000608,0.004559,0.002432,0.003343,0.005471,0.006079,0.006383,0.002736,0.008815,0.014894,0.008815,0.006383,0.002432,0.002432,0.004863,0.004559,0.002128,0.002432,0.000608,0.002128,0.012462,0.023100,0.003040,0.002128,0.003343,0.001520,0.003951,0.006383,0.005775,0.006687,0.007903,0.001216,0.001824,0.002432,0.005167,0.004559,0.002432,0.001216,0.000304,0.001520,0.000304,0.000304,0.003040,0.003951,0.000912
spacecraft,663,0.000000,0.000304,0.004559,0.002736,0.005167,0.004863,0.006991,0.011854,0.003951,0.006383,0.003951,0.008511,0.016717,0.013982,0.012766,0.000608,0.001824,0.003040,0.001520,0.001520,0.000608,0.000000,0.000912,0.003647,0.010334,0.000912,0.003647,0.002736,0.000000,0.005167,0.003647,0.004255,0.003343,0.004255,0.002128,0.003951,0.006687,0.004255,0.004863,0.005471,0.001216,0.001520,0.001216,0.001216,0.003951,0.003343,0.001216,0.003040
first,588,0.000000,0.001216,0.000912,0.000608,0.003343,0.000304,0.002736,0.005775,0.002736,0.004863,0.003647,0.008815,0.010030,0.007599,0.003647,0.002432,0.002736,0.000912,0.002432,0.001824,0.001216,0.000000,0.001520,0.004255,0.017933,0.002128,0.001824,0.003647,0.000912,0.003951,0.002128,0.005471,0.002736,0.008207,0.003951,0.005471,0.006687,0.006383,0.003951,0.006991,0.002736,0.002128,0.000912,0.000304,0.002432,0.003343,0.002736,0.000912
russian,539,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000304,0.000304,0.000608,0.000000,0.000000,0.000912,0.000608,0.000304,0.000608,0.000000,0.000000,0.000000,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000000,0.000000,0.000000,0.000304,0.010334,0.010030,0.027356,0.005775,0.013070,0.023708,0.012462,0.004863,0.012158,0.007295,0.002128,0.003951,0.004863,0.004255,0.003647,0.004863,0.001824
earth,537,0.000000,0.000000,0.001216,0.003040,0.005167,0.001216,0.000912,0.005471,0.010030,0.005167,0.003647,0.005775,0.013374,0.007295,0.005775,0.002128,0.003343,0.003040,0.001520,0.001520,0.000000,0.000304,0.001520,0.002432,0.009422,0.002432,0.002128,0.003343,0.000912,0.004559,0.005167,0.006687,0.003343,0.004559,0.002432,0.002432,0.005471,0.002432,0.001216,0.005167,0.004559,0.001520,0.001824,0.001824,0.001520,0.002432,0.001216,0.001216
iss,505,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005471,0.009422,0.011246,0.008511,0.017629,0.021277,0.008511,0.012462,0.011854,0.005471,0.005471,0.011854,0.003951
release,503,0.000000,0.000000,0.001216,0.000608,0.001520,0.000912,0.000608,0.002432,0.002736,0.003951,0.000608,0.002128,0.003040,0.001216,0.003951,0.001520,0.001520,0.001216,0.003040,0.000608,0.001216,0.000912,0.001216,0.004255,0.012766,0.008207,0.006383,0.007295,0.001824,0.005167,0.006991,0.010334,0.007903,0.012462,0.004559,0.005167,0.004559,0.003040,0.001824,0.001520,0.002128,0.003951,0.000000,0.002128,0.001520,0.000912,0.001216,0.000912
mir,473,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001216,0.003647,0.004863,0.003343,0.000304,0.008207,0.007903,0.009422,0.019757,0.004863,0.014590,0.031611,0.014286,0.002432,0.010942,0.003647,0.000304,0.000608,0.000000,0.000912,0.000912,0.000000,0.000000
