landing,49,0.000000,0.000606,0.001817,0.000606,0.003028,0.002423,0.001211,0.000000,0.001817,0.000606,0.003634,0.001817,0.001817,0.000000,0.000606,0.003634,0.000606,0.000000,0.000000,0.000000,0.000000,0.000606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000606,0.000000,0.001211,0.001211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000606,0.000606,0.000000,0.000606,0.000606
using,24,0.000000,0.000000,0.000000,0.000606,0.000606,0.000606,0.000000,0.000606,0.000000,0.000000,0.000606,0.000000,0.000000,0.000000,0.000606,0.000606,0.001817,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000606,0.001211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000606,0.000000,0.000000,0.000000,0.000606,0.000000,0.000606,0.000000,0.001211,0.000000,0.000000,0.000000,0.000000,0.000606,0.000606,0.000606
tracking,21,0.000000,0.000000,0.000606,0.000000,0.003028,0.001211,0.000606,0.001211,0.003634,0.000000,0.000000,0.001211,0.000000,0.000000,0.000000,0.000606,0.000606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
according,18,0.000000,0.000000,0.003028,0.000000,0.000606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000606,0.001211,0.000000,0.000000,0.000000,0.000606,0.001211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000606,0.000000,0.000606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001211,0.000000,0.000000,0.000606,0.000606,0.000000,0.000000,0.000000
being,16,0.000000,0.000000,0.001211,0.000606,0.002423,0.000606,0.000000,0.000000,0.000000,0.000000,0.001211,0.000606,0.000606,0.000000,0.000000,0.000606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000606,0.000000,0.000000,0.000606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
traveling,15,0.000000,0.000606,0.000606,0.000606,0.001817,0.000000,0.000606,0.000000,0.000000,0.000000,0.001211,0.000000,0.000606,0.000000,0.000000,0.000000,0.000606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000606,0.000000,0.000000,0.000000,0.000000,0.000606
including,15,0.000000,0.000606,0.000606,0.000000,0.000606,0.000000,0.000000,0.000000,0.001211,0.000606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000606,0.000606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000606,0.000000,0.000000,0.000606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000606,0.000000
engineering,15,0.000000,0.000000,0.000606,0.001211,0.003634,0.000606,0.001817,0.000000,0.000606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
operating,14,0.000000,0.000000,0.000000,0.000606,0.001211,0.001211,0.001817,0.000000,0.000606,0.000000,0.000606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000606,0.001211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000606,0.000000,0.000000,0.000000,0.000000
beginning,13,0.000000,0.000606,0.000000,0.000000,0.001211,0.000606,0.000000,0.000000,0.001211,0.000000,0.000000,0.000606,0.000606,0.000000,0.000000,0.000606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000606,0.000000,0.000606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001211,0.000000,0.000000,0.000000
