A[edit]
"  Joseph M. Acaba — STS-119, Soyuz TMA-04M"
  Loren Acton — STS-51-F
  Mike Adams (1930–1967) — X-15
"  James Adamson — STS-28, STS-43"
"    Viktor M. Afanasyev — Soyuz TM-11, Soyuz TM-18, Soyuz TM-29, Soyuz TM-33/32"
"  Thomas Akers — STS-41, STS-49, STS-61, STS-79"
"  Vladimir Aksyonov — Soyuz 22, Soyuz T-2"
"  Buzz Aldrin (formerly Edwin A. Aldrin) — Gemini 12, Apollo 11"
  Aleksandar Panayotov Aleksandrov — Soyuz TM-5
"  Aleksandr Pavlovich Aleksandrov — Soyuz T-9, Soyuz TM-3"
"  Andrew M. Allen — STS-46, STS-62, STS-75"
"  Joseph P. Allen — STS-5, STS-51-A"
"  Scott Altman — STS-90, STS-106, STS-109, STS-125"
  William Anders — Apollo 8
"  Clayton Anderson — STS-117/120, STS-131"
"  Michael P. Anderson, (1959–2003) — STS-89, STS-107. Died in the Space Shuttle Columbia in 2003."
(Claudie André-Deshays – see Claudie Haigneré)
"  Dominic A. Antonelli — STS-119, STS-132"
"  Jerome Apt — STS-37, STS-47, STS-59, STS-79"
"  Lee Archambault — STS-117, STS-119"
"  Neil Armstrong (1930–2012) — Gemini 8, Apollo 11. First person to walk on the Moon.[1][2]"
  Richard R. Arnold — STS-119
  Anatoly Artsebarsky — Soyuz TM-12
  Yuri Artyukhin (1930–1998) — Soyuz 14
"  Jeffrey Ashby — STS-93, STS-100, STS-112"
  Oleg Atkov — Soyuz T-10/11
  Toktar Aubakirov — Soyuz TM-13/12
"  Sergei Avdeyev — Soyuz TM-15, Soyuz TM-22"
B[edit]
"  James P. Bagian, M.D. — STS-29, STS-40"
"  Ellen S. Baker, M.D.  — STS-34, STS-50, STS-71"
"  Michael Baker — STS-43, STS-52, STS-68, STS-81"
  Aleksandr Balandin — Soyuz TM-9
"  Michael R. Barratt, M.D. — Soyuz TMA-14, STS-133"
"  Daniel Barry — STS-72, STS-96, STS-105"
  John-David F. Bartoe — STS-51-F
  Charlie Bassett (1931–1966) — No flights. Originally assigned to Gemini 9.
"  Yuri Baturin — Soyuz TM-28/27, Soyuz TM-32/31"
  Patrick Baudry — STS-51-G
"  Alan Bean — Apollo 12, Skylab 3"
"  Robert L. Behnken — STS-123, STS-130"
  Ivan Bella — Soyuz TM-29/28
  Pavel Belyayev (1925–1970) — Voskhod 2
  Georgi Beregovoi (1921–1995) — Soyuz 3
  Anatoli Berezovoy — Soyuz T-5/7
"  John Blaha — STS-29, STS-33, STS-43, STS-58, STS-79/81"
"  Michael J. Bloomfield — STS-86, STS-97, STS-110"
"  Guion Bluford — STS-8, STS-61-A, STS-39, STS-53"
"  Karol Bobko — STS-6, STS-51-D, STS-51-J"
"  Eric A. Boe — STS-126, STS-133"
"  Charles Bolden— STS-61-C, STS-31, STS-45, STS-60"
"  Roberta Bondar, M.D.  — STS-42"
  Valentin Bondarenko (1937–1961) - no flights. Died in fire while training in pure oxygen (three weeks before Gagarin's flight).
  Andrei Borisenko — Soyuz TMA-21
"  Frank Borman — Gemini 7, Apollo 8"
"  Stephen G. Bowen — STS-126, STS-132, STS-133"
"  Kenneth Bowersox — STS-50, STS-61, STS-73, STS-82, STS-113/Soyuz TMA-1"
"  Charles E. Brady, Jr., M.D. (1951–2006) — STS-78"
"  Vance Brand — Apollo-Soyuz Test Project, STS-5, STS-41-B, STS-35"
"  Daniel Brandenstein — STS-8, STS-51-G, STS-32, STS-49"
  Randolph Bresnik – STS-129
  Roy Bridges — STS-51-F
"  Curtis Brown — STS-47, STS-66, STS-77, STS-85, STS-95, STS-103"
  David M. Brown (1956–2003) — STS-107. Died on the Columbia
"  Mark Brown — STS-28, STS-48"
"  James Buchli — STS-51-C, STS-61-A, STS-29, STS-48"
"  Jay C. Buckey, M.D. — STS-90"
"  Nikolai Budarin — STS-71/Soyuz TM-21, Soyuz TM-27, STS-113/Soyuz TMA-1"
  John S. Bull (1934–2008) — No flights.
"  Daniel Burbank — STS-106, STS-115, Soyuz TMA-22"
"  Daniel Bursch — STS-51, STS-68, STS-77, STS-108/111"
"  Valery Bykovsky — Vostok 5, Soyuz 22, Soyuz 31/29"
C[edit]
"  Robert D. Cabana — STS-41, STS-53, STS-65, STS-88"
"  Yvonne Cagle, M.D.  — No flights."
  Fernando Caldeiro (1958–2009) — No flights.
  Charles Camarda — STS-114
"  Kenneth D. Cameron — STS-37, STS-56, STS-74"
  Duane G. Carey — STS-109
  Scott Carpenter (1925-2013) — Mercury 7[3]
  Gerald P. Carr — Skylab 4
"  Sonny Carter, M.D. (1947–1991) — STS-33"
"  John Casper — STS-36, STS-54, STS-62, STS-77"
  Christopher Cassidy — STS-127
  Robert J. Cenker — STS-61-C
"  Eugene Cernan — Gemini 9A, Apollo 10, Apollo 17"
"  Roger B. Chaffee (1935–1967), died in the fire in Apollo 1."
"  Gregory Chamitoff — STS-124/126, STS-134"
"    Franklin Chang-Diaz — STS-61-C, STS-34, STS-46, STS-60, STS-75, STS-91, STS-111"
    Philip K. Chapman — No flights
"    Kalpana Chawla  (1961–2003) — STS-87, STS-107. Died on the crash of the Columbia."
  Maurizio Cheli — STS-75
  Chen Quan — No flights. Backup for Shenzhou 7.
"  Leroy Chiao — STS-65, STS-72, STS-92, Soyuz TMA-5"
"  Kevin P. Chilton — STS-49, STS-59, STS-76"
"  Jean-Loup Chrétien — Soyuz T-6, Soyuz TM-7/6, STS-86"
"  Laurel B. Clark, M.D.  (1961–2003) — STS-107. Died on the crash of the Columbia."
"  Mary L. Cleave  — STS-61-B, STS-30"
"  Jean-François Clervoy, EAC — STS-66, STS-84, STS-103"
"  Michael R. Clifford — STS-53, STS-59, STS-76"
"  Michael Coats — STS-41-D, STS-29, STS-39"
"  Kenneth Cockrell — STS-56, STS-69, STS-80, STS-98, STS-111"
"  Catherine Coleman   — STS-73, STS-93, Soyuz TMA-20"
"  Eileen Collins  — STS-63, STS-84, STS-93, STS-114"
"  Michael Collins — Gemini 10, Apollo 11"
"  Charles ""Pete"" Conrad, Apollo 12, (1930–1999) — Gemini 5, Gemini 11, Apollo 12, Skylab 2"
"  Gordon Cooper (1927–2004) — Mercury 9, Gemini 5"
"  Richard O. Covey — STS-51-I, STS-26, STS-38, STS-61"
  Timothy Creamer — Soyuz TMA-17
"  John O. Creighton — STS-51-G, STS-36, STS-48"
"  Robert Crippen — STS-1, STS-7, STS-41-C, STS-41-G"
  Samantha Cristoforetti 
"  Roger K. Crouch — STS-83, STS-94"
"  Frank L. Culbertson, Jr. — STS-38, STS-51, STS-105/108"
  Walter Cunningham — Apollo 7
"  Robert Curbeam — STS-85, STS-98, STS-116"
