approx year, term, approx size, fill alpha percent, possible pos name, horiz align
1958.0,being,8.0,0.49505842,vbg,left
1958.3,making,8.0,0.47652474,vbg,left
1958.6,remote}sensing}devices,8.0,0.37153146,jj vbg nns,center
1968.7,drawing}boards,8.0,0.47055233,vbg nns,right
1969.1,senior}officials,8.0,0.6655554,jj nns,right
1969.1,foreign}experts,8.0,1.0,jj nns,right
1969.2,continuing,8.0,0.46597147,vbg,left
1969.2,marshaling,8.0,0.112148136,vbg,left
1969.2,planning}studies,8.0,0.8373492,vbg nns,right
1969.7,operational}costs,10.798906,0.56920135,jj nns,right
1969.7,final}negotiations,8.0,0.65327686,jj nns,center
1969.7,preliminary}designs,8.0,0.5708787,jj nns,center
1969.7,fuelcell}technology,8.0,0.25114536,FieldTerminology.txt,center
1969.8,Business}Section,15.838192,0.25458142,FieldTerminology.txt,right
1969.8,flying}qualities,8.0,0.6232415,vbg nns,right
1969.8,key}elements,8.0,0.553676,jj nns,center
1970.1,pressing}problems,8.0,0.62822914,vbg nns,right
1970.1,Dr|}Paine,15.180712,1.0,Person.txt,right
1970.3,operational}testing,8.0,0.54055625,jj vbg,left
1970.3,three}firms,8.0,0.64597046,cd nns,right
1970.4,parallel}studies,9.662832,0.5703193,jj nns,left
1970.4,increasing,8.0,0.44061768,vbg,left
1970.4,supercritical}wing,9.965923,1.0,jj vbg,left
1970.7,bank}loans,16.787437,0.2603082,FieldTerminology.txt,center
1970.7,conceptual}designs,8.0,0.65017164,jj nns,center
1970.7,expendable}systems,8.0,0.8698518,jj nns,center
1970.8,Whitney}Div,17.039938,1.0,Person.txt,right
1970.9,large}orbiting,8.0,0.89881665,jj vbg,left
1970.9,technological}advances,8.0,0.4915736,jj nns,right
1971.0,heating,9.540787,0.43877068,vbg,left
1971.2,general}accounting}office,19.440052,0.499521,jj vbg nn,right
1971.2,supporting,9.657574,0.46311584,vbg,left
1971.2,100}missions,8.0,0.50746477,cd nns,left
1971.3,participating,8.26625,0.40361086,vbg,left
1971.3,substantial}savings,8.0,0.53442097,jj nns,left
1971.3,pending,8.0,0.387072,vbg,left
1971.3,acting,14.021506,0.4688368,vbg,left
1971.5,general}accounting,15.42818,0.5975111,jj vbg,center
1971.6,giving,8.0,0.3853536,vbg,left
1971.6,orbital}maneuvering}system,8.0,0.73807275,jj vbg nn,center
