approx year, term, approx size, fill alpha percent, possible pos name, horiz align
1968.6,broadcasting,5.0,0.99973565,vbg,left
1968.7,public  thinking,5.0,0.015745759,jj vbg,right
1968.8,present  spending,5.09335,0.10606009,jj vbg,center
1968.8,specialized  modules,5.0085993,0.28929943,jj nns,center
1968.8,calling  NASAs,5.0,0.9086337,vbg nns,right
1968.9,spending,5.0,0.35091764,vbg,left
1969.0,senior  officials,5.383843,0.5105921,jj nns,right
1969.1,foreign  experts,5.668999,0.45196134,jj nns,right
1969.2,planning  studies,5.0,0.3997364,vbg nns,right
1969.2,present  spending  level,5.0,0.08215433,jj vbg nn,right
1969.3,handling  characteristics,5.0,0.4659335,vbg nns,right
1969.3,landing,5.0,0.06946325,vbg,left
1969.3,landing  locations,5.0,0.90016603,vbg nns,right
1969.4,launching,10.954269,0.2044909,vbg,left
1969.5,funding,5.6906424,0.81966376,vbg,left
1969.6,parallel  studies,10.402314,0.009872854,jj nns,right
1969.7,final  testing,10.795972,0.7943619,jj vbg,right
1969.7,preliminary  designs,7.360811,0.2989006,jj nns,right
1969.8,environmental  sciences,5.0,0.23634374,jj nns,center
1969.8,alternate  landing,5.0,0.6032776,jj vbg,right
1969.8,horizontal  landing,5.0,0.23832315,jj vbg,right
1969.8,flying  qualities,5.0,0.26484638,vbg nns,right
1969.8,fuelcell  technology,5.0,0.46672028,FieldTerminology.txt,right
1969.9,further  economies,5.0,0.36136168,jj nns,right
1969.9,final  negotiations,7.729476,0.7313553,jj nns,right
1970.2,pressing  problems,5.0023394,0.59210056,vbg nns,right
1970.3,Business  Section,5.6026034,0.85582656,FieldTerminology.txt,right
1970.3,manufacturing  facilities,5.0,0.81288016,vbg nns,right
1970.3,all  other  basic  research,5.0,0.3074581,dt jj jj nn,left
1970.3,Dr  Paine,20.108025,0.21861637,Person.txt,right
1970.4,other  possibilities,5.0,0.060275733,jj nns,right
1970.4,three  firms,5.9236,0.22819072,cd nns,right
1970.5,100  missions,16.144596,0.937844,cd nns,right
1970.6,technological  advances,10.067895,0.066765666,jj nns,center
1970.6,Whitney  Div,16.665602,0.49286717,Person.txt,center
1970.7,supercritical  wing,10.113667,0.80060416,jj vbg,center
1970.7,reflecting,5.0,0.49650836,vbg,left
1970.7,Governor  Dewey  H  Bartlett,5.0,0.3767715,Person.txt,center
1970.8,operational  testing,6.322228,0.5143856,jj vbg,center
1970.8,substantial  savings,6.197364,0.7358053,jj nns,center
1970.8,conceptual  designs,5.0,0.49613744,jj nns,center
1970.9,Lowell  K  Zoller,5.0,0.1725691,Person.txt,center
1970.9,M  Thompson,5.0,0.90109533,Person.txt,center
1971.1,general  accounting  office,19.82588,0.2096898,jj vbg nn,right
1971.2,expendable  systems,5.0,0.47969657,jj nns,left
1971.2,bank  loans,5.0,0.88133353,FieldTerminology.txt,left
1971.2,Elmer  B  Staats,5.0,0.359433,Person.txt,left
1971.2,other  officials,5.0,0.32448924,jj nns,left
1971.3,large  orbiting,5.7855163,0.77901113,jj vbg,left
1971.3,Eberhard  Rees,5.0,0.17461318,Person.txt,left
1971.3,Elwood  W  Land,8.049593,0.34800202,Person.txt,left
1971.4,orbital  maneuvering  system,13.608616,0.58141625,jj vbg nn,center
1971.4,general  accounting,14.734265,0.5441758,jj vbg,left
1971.4,pending,5.0,0.9621583,vbg,left
1971.5,Walter  Mondale,9.366665,0.1881361,Person.txt,left
1971.5,orbital  tests,5.0,0.71112984,jj nns,left
1971.5,forecasting,5.0,0.73908854,vbg,left
1971.6,utilizing,5.0,0.54722285,vbg,left
1971.6,financing,5.0,0.9260056,vbg,left
1971.6,heating,5.0,0.367531,vbg,left
1971.7,lifting,5.777012,0.513302,vbg,left
1971.8,operational  procedures,7.0065312,0.47513384,jj nns,right
1971.8,T  Keith  Glennan,10.139995,0.2074219,Person.txt,left
1971.8,unique  capabilities,5.0,0.70192015,jj nns,center
1971.8,the  next  logical  step,5.0,0.30276936,dt jj jj nn,right
1971.9,Rep  Rella  S  Abzug,5.0,0.021117032,Person.txt,center
1971.9,new  methods,5.0,0.56170523,jj nns,center
1971.9,galactic  nuclei,5.0,0.93827254,jj nns,center
1971.9,60  flights,5.0528893,0.6509166,cd nns,center
1972.0,industrial  contractors,8.426479,0.2987737,jj nns,right
1972.2,other  phenomena,14.6021185,0.08116788,jj nns,left
