director bruce t :0.000001
director and dr :0.000001
direction of dr :0.000001
development of spacecraft :0.000001
development and implementation :0.000001
development and construction :0.000001
development agency nasda :0.000001
developed by nasas :0.000001
developed by dr :0.000001
designed to continue :0.000001
designation launch site :0.000001
design and production :0.000001
design and operation :0.000001
description unavailable plesetsk :0.000001
description deltawinged vehicle :0.000001
deputy general counsel :0.000001
dept of energy :0.000001
delivered to usaf :0.000001
delegation was headed :0.000001
defensespace business daily :0.000001
defense and nasa :0.000001
dc press conference :0.000001
days in advance :0.000001
date marks dates :0.000001
data on charged :0.000001
daily news reported :0.000001
d objective develop :0.000001
crew transfer lm :0.000001
crew of seven :0.000001
country international designation :0.000001
costs of space :0.000001
cost of building :0.000001
corporation of fairfax :0.000001
cooperation in science :0.000001
cooperation between nasa :0.000001
convair 990 aircraft :0.000001
control of orbital :0.000001
contract to rockwell :0.000001
contract for engineering :0.000001
contact with earth :0.000001
conrad and bean :0.000001
conical motor section :0.000001
conference on space :0.000001
conducted a total :0.000001
concorde supersonic airliner :0.000001
concluded that nasa :0.000001
communications with spacecraft :0.000001
communications satellite systems :0.000001
commercial space launch :0.000001
commercial and foreign :0.000001
commented on president :0.000001
command and data :0.000001
command afsc newsreview :0.000001
color tv transmitted :0.000001
collins and edwin :0.000001
clusters of galaxies :0.000001
cl kapustin yar :0.000001
civil service league :0.000001
chronology entries themselves :0.000001
chief of nasa :0.000001
chicago daily news :0.000001
charles f bolden :0.000001
charles a mosher :0.000001
challengers cargo bay :0.000001
ceremony in washington :0.000001
ceremonies were held :0.000001
center was announced :0.000001
center of gravity :0.000001
center news release :0.000001
center jsc houston :0.000001
center in preparation :0.000001
center in california :0.000001
center had issued :0.000001
center had awarded :0.000001
center for nuclear :0.000001
center at cape :0.000001
center 19401965 nasa :0.000001
cautioned in previous :0.000001
casing and 300pound :0.000001
carswell afb tex :0.000001
carrying goddard space :0.000001
carried an article :0.000001
carried american science :0.000001
carrie e karegeannes :0.000001
capsule with retrorockets :0.000001
capable of generating :0.000001
canaveral to cape :0.000001
by thoragena booster :0.000001
by thomas c :0.000001
by sen william :0.000001
by scout booster :0.000001
by nasas jet :0.000001
by nasa langley :0.000001
by nasa deputy :0.000001
by nasa dept :0.000001
by nasa dec :0.000001
by modified titan :0.000001
by langley research :0.000001
by ford aerospace :0.000001
by chrysler corp :0.000001
by atlascentaur booster :0.000001
built by boeing :0.000001
built by bell :0.000001
building the space :0.000001
bryan d oconnor :0.000001
brookhaven national laboratory :0.000001
british journal nature :0.000001
british and french :0.000001
briefs technology utilization :0.000001
briefing was held :0.000001
brewster flat wash :0.000001
brand and donald :0.000001
boosted areas ii :0.000001
boeing aerospace co :0.000001
bits of information :0.000001
billion for research :0.000001
beyond the solar :0.000001
ben i funk :0.000001
behind the sun :0.000001
become deputy director :0.000001
awarded by nasa :0.000001
awarded boeing co :0.000001
aviation administration announced :0.000001
authorization for fy :0.000001
attempt to orbit :0.000001
atomic industrial forum :0.000001
atlasagena d etr :0.000001
at palestine tex :0.000001
at mission control :0.000001
at michoud assembly :0.000001
at massachusetts institute :0.000001
at martin marietta :0.000001
at lower altitudes :0.000001
at higher altitudes :0.000001
at green bank :0.000001
at el centro :0.000001
at 932 am :0.000001
at 13 700m :0.000001
astronomy satellite launched :0.000001
astronauts robert l :0.000001
astronauts and wives :0.000001
astronauts aboard space :0.000001
astronaut edgar d :0.000001
as nasas chief :0.000001
as nasa associate :0.000001
as chief engineer :0.000001
arthur c clarke :0.000001
arrived at ksc :0.000001
armstrong michael collins :0.000001
areas sounding rockets :0.000001
area crop inventory :0.000001
are listed below :0.000001
appropriations bill containing :0.000001
appear in abbreviated :0.000001
apollo mission director :0.000001
apogee motor fired :0.000001
apogee 205km 1274mi :0.000001
apogee 204km 1268mi :0.000001
antenna at goldstone :0.000001
announced the formation :0.000001
andover me ground :0.000001
and westinghouse electric :0.000001
and welfare dept :0.000001
and vice chairman :0.000001
and unmanned spacecraft :0.000001
and transmit data :0.000001
and telegraph corp :0.000001
and technology surveys :0.000001
and technology nasa :0.000001
and technology div :0.000001
and technology announced :0.000001
and technical support :0.000001
and space stations :0.000001
and space digest :0.000001
and sound arrivals :0.000001
and sonic boom :0.000001
and solar radiation :0.000001
and richard truly :0.000001
and research contracts :0.000001
and ready historical :0.000001
and physical research :0.000001
and performance data :0.000001
and payload performance :0.000001
and ocean physics :0.000001
and north america :0.000001
and navigation systems :0.000001
and mission support :0.000001
and military aircraft :0.000001
and lunar orbiter :0.000001
and lockheed missiles :0.000001
and local governments :0.000001
and lewis research :0.000001
and latin america :0.000001
and johnson space :0.000001
and information center :0.000001
and inclination 65° :0.000001
and hughes aircraft :0.000001
and expendable launch :0.000001
and energetic particles :0.000001
and electron density :0.000001
and drug administration :0.000001
and dr thomas :0.000001
and dr robert :0.000001
and cosmic radiation :0.000001
and communications systems :0.000001
and cape kennedy :0.000001
and cal tech :0.000001
and associated equipment :0.000001
and applications module :0.000001
and applications directorate :0.000001
and apollo 15 :0.000001
and aeronautics february :0.000001
and advanced development :0.000001
analysis and interpretation :0.000001
an estimated cost :0.000001
an aeronautical engineer :0.000001
an aerobee 150 :0.000001
american chemical society :0.000001
america and europe :0.000001
am est dec :0.000001
altitude to determine :0.000001
all space shuttle :0.000001
all sources provided :0.000001
all experiments functioned :0.000001
all experimental objectives :0.000001
aircraft to fly :0.000001
aircraft noise abatement :0.000001
aircraft energy efficiency :0.000001
air route traffic :0.000001
air force research :0.000001
air force planned :0.000001
air force aircraft :0.000001
air combat fighter :0.000001
agreement on cooperation :0.000001
agency of japan :0.000001
afsc newsreview sept :0.000001
afsc newsreview dec :0.000001
affairs and technology :0.000001
afb n mex :0.000001
aerospace sciences meeting :0.000001
aeronautics 1978 march :0.000001
aeronautics 1978 april :0.000001
aeronautics 1977 september :0.000001
aeronautics 1977 february :0.000001
aeronautics 1977 august :0.000001
aeronautics 1976 october :0.000001
aeronautics 1971 october :0.000001
aeronautics 1971 june :0.000001
aeronautics 1970 march :0.000001
aeronautics 1970 june :0.000001
aeronautics 1968 november :0.000001
aeronautics 1968 august :0.000001
aeronautics 1968 april :0.000001
aeronautics 1967 december :0.000001
aeronautics 1967 august :0.000001
adventures in research :0.000001
adopted conference report :0.000001
administrator william f :0.000001
administrator john h :0.000001
administrator for dod :0.000001
ad hoc committee :0.000001
achievements in space :0.000001
accurate and ready :0.000001
according to upi :0.000001
according to aviation :0.000001
able to observe :0.000001
able to locate :0.000001
able to fly :0.000001
ability to function :0.000001
abe silverstein director :0.000001
abbreviations for sources :0.000001
a top speed :0.000001
a tethered satellite :0.000001
a synchronous orbit :0.000001
a spy satellite :0.000001
a spacewalk outside :0.000001
a shuttle flight :0.000001
a saturn v :0.000001
a reusable space :0.000001
a reimbursable basis :0.000001
a panel discussion :0.000001
a military communications :0.000001
a manned mission :0.000001
a manned mars :0.000001
a manke successfully :0.000001
a major factor :0.000001
a lockheed martin :0.000001
a little bit :0.000001
a key role :0.000001
a kennedy space :0.000001
a frosch nasa :0.000001
a fourstage scout :0.000001
a double asterisk :0.000001
a domestic satellite :0.000001
a contract valued :0.000001
a chronology nasa :0.000001
a boeing delta :0.000001
a armstrong michael :0.000001
9 mars probe :0.000001
7 orbiting solar :0.000001
65 000ft altitude :0.000001
63 nickelcadmium batteries :0.000001
45 000 ft :0.000001
4 ussr launched :0.000001
4 solar panels :0.000001
4 launch vehicle :0.000001
4 billion yrs :0.000001
391 nasa announced :0.000001
2nd and 3rd :0.000001
28 nasa launched :0.000001
26 nasa launched :0.000001
25 ussr launched :0.000001
205km 1274mi perigee :0.000001
204km 1268mi perigee :0.000001
1971 independent offices :0.000001
1970 nasa release :0.000001
1970 nasa authorization :0.000001
1968 nasa release :0.000001
1968 authorization bill :0.000001
1958 nasa scientific :0.000001
19 dod spacecraft :0.000001
17 nov 17 :0.000001
15 gsfc ssr :0.000001
14 • nasa :0.000001
14 ussr launched :0.000001
13 astronauts james :0.000001
11 and apollo :0.000001
1 usst trans :0.000001
1 launched july :0.000001
• west german :0.000001
• usaf titan :0.000001
• soviet astronomer :0.000001
• nsf released :0.000001
• m2f2 lifting :0.000001
• former astronaut :0.000001
• federal aviation :0.000001
• dr abe :0.000001
• dfrc announced :0.000001
• christian science :0.000001
• av wk :0.000001
• astronaut walter :0.000001
• apollo 16 :0.000001
• apollo 14 :0.000001
zvezda red star :0.000001
yuri v lonchakov :0.000001
yardley associate administrator :0.000001
xray and gamma :0.000001
x30 national aerospace :0.000001
x24b lifting body :0.000001
x prize competition :0.000001
would soon begin :0.000001
would provide support :0.000001
would provide nasa :0.000001
would fly aboard :0.000001
with private industry :0.000001
with president nixon :0.000001
with particular emphasis :0.000001
wilson and palomar :0.000001
wilson and mt :0.000001
western operations office :0.000001
west german chancellor :0.000001
were successfully launched :0.000001
weightlessness of space :0.000001
weight 70 tons :0.000001
weight 50 kg :0.000001
week of july :0.000001
washington smithsonian institution :0.000001
washington dc dr :0.000001
washington and moscow :0.000001
was prime contractor :0.000001
was named chairman :0.000001
was appointed associate :0.000001
walter j kapryan :0.000001
w star june :0.000001
w randolph lovelace :0.000001
vladislav n volkov :0.000001
vicinity of earth :0.000001
vice president albert :0.000001
via early bird :0.000001
verifying information previously :0.000001
vehicles and spacecraft :0.000001
vehicle and launch :0.000001
vehicle and ksc :0.000001
variety of scientific :0.000001
value of space :0.000001
valery i tokarev :0.000001
v booster stage :0.000001
ussr would launch :0.000001
ussr was expected :0.000001
ussr launched eight :0.000001
ussr had agreed :0.000001
ussr central tv :0.000001
using nasas hubble :0.000001
using data collected :0.000001
usaf launched titan :0.000001
usaf flew x15 :0.000001
usaf as pilot :0.000001
us total included :0.000001
us senate committee :0.000001
us naval observatory :0.000001
us intelligence sources :0.000001
upi c trib :0.000001
unmanned space exploration :0.000001
unmanned and manned :0.000001
university college london :0.000001
universities and government :0.000001
univ scientist dr :0.000001
univ of wise :0.000001
univ of utah :0.000001
univ of pennsylvania :0.000001
univ of florida :0.000001
united aircraft corps :0.000001
unit spacecraft lm :0.000001
underground nuclear test :0.000001
two television channels :0.000001
two niketomahawk sounding :0.000001
tv cameras infrared :0.000001
transportation system operations :0.000001
transmission of data :0.000001
transmission and reception :0.000001
transferred to lm :0.000001
transfer orbit accurate :0.000001
transcript nasa release :0.000001
trans • nasa :0.000001
training and evaluation :0.000001
traffic control centers :0.000001
trade and industry :0.000001
tracking and dataacquisition :0.000001
totals for manned :0.000001
total weight 13 :0.000001
tons of tnt :0.000001
told mission control :0.000001
today newspaper reported :0.000001
to study comet :0.000001
to russian space :0.000001
to return data :0.000001
to retrieve film :0.000001
to recovery ship :0.000001
to reach venus :0.000001
to peaceful purposes :0.000001
to north america :0.000001
to nasa manned :0.000001
to naked eye :0.000001
to measure winds :0.000001
to measure ultraviolet :0.000001
to measure spectral :0.000001
to higher altitudes :0.000001
to generate electricity :0.000001
to expand flight :0.000001
to ellington afb :0.000001
to edwards afb :0.000001
to earth stations :0.000001
to earth landing :0.000001
to develop techniques :0.000001
to continue studies :0.000001
to begin development :0.000001
to associate administrator :0.000001
to advise nasa :0.000001
titan iii booster :0.000001
titan i icbm :0.000001
tiros weather satellites :0.000001
thor agena b :0.000001
thomas h moorer :0.000001
this date marked :0.000001
the zvezda module :0.000001
the x24b lifting :0.000001
the voyager spacecraft :0.000001
the viking missions :0.000001
the viking lander :0.000001
the ussr announced :0.000001
the usaf announced :0.000001
the upper stages :0.000001
the total contract :0.000001
the titan iii :0.000001
the threeman crew :0.000001
the thermal protection :0.000001
the test vehicle :0.000001
the test firing :0.000001
the supreme soviet :0.000001
the sun sept :0.000001
the sun nov :0.000001
the successful flight :0.000001
the strongest evidence :0.000001
the spacecrafts onboard :0.000001
the space tug :0.000001
the space technology :0.000001
the space programs :0.000001
the space center :0.000001
the soviet scientists :0.000001
the soviet news :0.000001
the solar terrestrial :0.000001
the solar max :0.000001
the shuttles main :0.000001
the shuttles crew :0.000001
the shuttle challenger :0.000001
the shuttle cargo :0.000001
the senate aeronautical :0.000001
the scientific instruments :0.000001
the science team :0.000001
the satellites orbit :0.000001
the san marco :0.000001
the san diego :0.000001
the sahara desert :0.000001
the rogers commission :0.000001
the redesigned space :0.000001
the radio signals :0.000001
the primary mission :0.000001
the polar caps :0.000001
the planets interior :0.000001
the planets gravity :0.000001
the peaceful exploration :0.000001
the paris air :0.000001
the orion nebula :0.000001
the operations control :0.000001
the nixon administration :0.000001
the newly formed :0.000001
the naval air :0.000001
the nasa fy :0.000001
the nasa exceptional :0.000001
the main parachute :0.000001
the lunar roving :0.000001
the lunar orbit :0.000001
the lead center :0.000001
the late president :0.000001
the joint venture :0.000001
the john f :0.000001
the iss aboard :0.000001
the international maritime :0.000001
the inner solar :0.000001
the infrared telescope :0.000001
the infrared astronomical :0.000001
the human spirit :0.000001
the houston chronicle :0.000001
the google lunar :0.000001
the geostationary operational :0.000001
the geomagnetic field :0.000001
the flight research :0.000001
the final decision :0.000001
the federal rd :0.000001
the esa council :0.000001
the entire globe :0.000001
the english channel :0.000001
the eastern pacific :0.000001
the earths rotation :0.000001
the earths gravity :0.000001
the descent module :0.000001
the deputy associate :0.000001
the defense budget :0.000001
the data obtained :0.000001
the crew planned :0.000001
the crew compartment :0.000001
the cosmic ray :0.000001
the congressional space :0.000001
the committee recommended :0.000001
the combined release :0.000001
the columbia tragedy :0.000001
the clinton administrations :0.000001
the chemical composition :0.000001
the celestial sphere :0.000001
the brazilian space :0.000001
the ballistic missile :0.000001
the automatic station :0.000001
the attitude control :0.000001
the astronauts memorial :0.000001
the astp mission :0.000001
the applications technology :0.000001
the apollo mission :0.000001
the apollo 16 :0.000001
the amesdryden flight :0.000001
the air transport :0.000001
the agena target :0.000001
the 4000mile altitude :0.000001
that soviet space :0.000001
that nasa intended :0.000001
than previously believed :0.000001
text • usaf :0.000001
texas am univ :0.000001
tests at msfc :0.000001
testimony from nasa :0.000001
test range wtr :0.000001
test of apollo :0.000001
test and delivery :0.000001
terms of reference :0.000001
temperature and wind :0.000001
telstar ii communications :0.000001
technology to improve :0.000001
technology of space :0.000001
technology laboratories nstl :0.000001
technology at nasa :0.000001
technical support services :0.000001
technical information service :0.000001
technical and management :0.000001
tass inti svc :0.000001
tactical fighter experimental :0.000001
tactical air command :0.000001
systems mission directorate :0.000001
system news release :0.000001
system nasa release :0.000001
survey and sampling :0.000001
support of project :0.000001
supplies and equipment :0.000001
sunseeking solar panels :0.000001
successful manned lunar :0.000001
subcommittee on aviation :0.000001
subcommittee on advanced :0.000001
study the earth :0.000001
study atmospheric thermal :0.000001
strategic aircraft amsa :0.000001
steven r swanson :0.000001
station status report :0.000001
station carried univ :0.000001
static test firing :0.000001
state william p :0.000001
stafford maj usaf :0.000001
stafford and eugene :0.000001
stabilization and control :0.000001
srl • president :0.000001
srl • dr :0.000001
sponsored by nasas :0.000001
spacelab program office :0.000001
spacecraft was operating :0.000001
spacecraft in geosynchronous :0.000001
spacecraft had traveled :0.000001
spacecraft had detected :0.000001
spacecraft center houston :0.000001
spacecraft 1962 alpha :0.000001
space tass announced :0.000001
space systems development :0.000001
space studies board :0.000001
space station status :0.000001
space station scheduled :0.000001
space station plans :0.000001
space shuttles solidfuel :0.000001
space shuttle propulsion :0.000001
space science laboratory :0.000001
space plane osp :0.000001
space infrared telescope :0.000001
space for extended :0.000001
space flight record :0.000001
space flight projects :0.000001
space flight announced :0.000001
space corporation energia :0.000001
space cooperation agreement :0.000001
soyuz ix cosmonauts :0.000001
soyuz 11 cosmonauts :0.000001
soviet space programs :0.000001
soviet space officials :0.000001
soviet space flight :0.000001
soviet press agency :0.000001
soviet foreign minister :0.000001
soviet aircraft designer :0.000001
south atlantic anomaly :0.000001
sourcebooks and special :0.000001
solar polar mission :0.000001
solar aspect sensor :0.000001
sodium vapor trail :0.000001
society of experimental :0.000001
snow and ice :0.000001
smithsonian institution press :0.000001
skylab 2 mission :0.000001
skylab 2 crew :0.000001
skylab 1 workshop :0.000001
sivb stage instrument :0.000001
site vehicle payload :0.000001
signal was received :0.000001
shuttles solid rocket :0.000001
shuttles external fuel :0.000001
shuttle into orbit :0.000001
shuttle carrier aircraft :0.000001
shuttle and iss :0.000001
shepard jr edgar :0.000001
serving as director :0.000001
service the hst :0.000001
service module sm :0.000001
service module csm :0.000001
series of secondgeneration :0.000001
series of satellites :0.000001
series and payload :0.000001
senate the nomination :0.000001
senate commerce subcommittee :0.000001
senate commerce science :0.000001
sen warren g :0.000001
see space biology :0.000001
see radio corp :0.000001
see lunar landing :0.000001
see international geophysical :0.000001
see international astronautical :0.000001
see international air :0.000001
see european launcher :0.000001
see electronics research :0.000001
see california institute :0.000001
see automatic picture :0.000001
see apollo telescope :0.000001
see antiballistic missile :0.000001
see american broadcasting :0.000001
see air traffic :0.000001
secretary robert s :0.000001
secretary dr edward :0.000001
scott james b :0.000001
scott and irwin :0.000001
scientists using nasas :0.000001
scientists to determine :0.000001
scientists had observed :0.000001
scientists had expected :0.000001
scientific space station :0.000001
scientific sounding rockets :0.000001
sciences and engineering :0.000001
science and industry :0.000001
science and exploration :0.000001
school edwards afb :0.000001
scheduled to orbit :0.000001
scheduled for delivery :0.000001
saturns moon titan :0.000001
saturn v total :0.000001
saturn ib rocket :0.000001
satellites to transmit :0.000001
satellites in space :0.000001
satellite would transmit :0.000001
satellite tracking stations :0.000001
satellite system tss :0.000001
satellite service ness :0.000001
satellite program dmsp :0.000001
satellite organization inmarsat :0.000001
satellite into space :0.000001
satellite in earth :0.000001
satellite had failed :0.000001
san marco project :0.000001
salyut 7 space :0.000001
sally k ride :0.000001
safety and reliability :0.000001
s s third :0.000001
s fred singer :0.000001
s bleymaier usaf :0.000001
russian soyuz spacecraft :0.000001
russian cosmonaut yuri :0.000001
russian cosmonaut sergei :0.000001
rpt of sounding :0.000001
rpt 71 gsfc :0.000001
royal greenwich observatory :0.000001
roy p jackson :0.000001
routine training launch :0.000001
rocket motor asrm :0.000001
robert white usaf :0.000001
robert l curbeam :0.000001
review and publication :0.000001
returned to nasa :0.000001
returned in soyuz :0.000001
retired us air :0.000001
results of space :0.000001
responsible for managing :0.000001
responsible for coordinating :0.000001
resigned from nasa :0.000001
research program sbir :0.000001
research laboratory nrl :0.000001
research development test :0.000001
research center moffett :0.000001
research at nasa :0.000001
research and production :0.000001
reported that soviet :0.000001
reported that scientists :0.000001
reported that president :0.000001
reported out hr :0.000001
reported by tass :0.000001
report to jsc :0.000001
rep emilio q :0.000001
rendezvous in space :0.000001
remotely piloted vehicle :0.000001
remote sensing techniques :0.000001
remain in space :0.000001
release • sen :0.000001
related to space :0.000001
reistrup w post :0.000001
regional dissemination centers :0.000001
reference to greenwich :0.000001
reentry and adapter :0.000001
reenter the atmosphere :0.000001
redondo beach calif :0.000001
redesigned space shuttle :0.000001
recovery was attempted :0.000001
recovery and reuse :0.000001
recording sound arrivals :0.000001
reconnaissance orbiter mro :0.000001
receiving limited distribution :0.000001
received editorial comment :0.000001
receive the award :0.000001
reason to believe :0.000001
rate of progress :0.000001
rate of change :0.000001
ranking minority member :0.000001
range new mexico :0.000001
randolph lovelace ii :0.000001
ralph e lapp :0.000001
raised the possibility :0.000001
radio attenuation measurement :0.000001
radiated by earth :0.000001
r scott james :0.000001
purpose of mission :0.000001
proton launch vehicle :0.000001
propulsion system sps :0.000001
projects agency darpa :0.000001
project to develop :0.000001
project scientist dr :0.000001
project mercury flight :0.000001
proj off gsfc :0.000001
programs in nasa :0.000001
program nasa announced :0.000001
products and services :0.000001
processing of materials :0.000001
proceeding on schedule :0.000001
problems on earth :0.000001
probe was successfully :0.000001
printing office washington :0.000001
primary nasa mission :0.000001
press space station :0.000001
press conference following :0.000001
president of lockheed :0.000001
president nixon approved :0.000001
president johnson presented :0.000001
president for engineering :0.000001
president boris n :0.000001
president and director :0.000001
preparation for future :0.000001
preliminary results indicated :0.000001
pre and postflight :0.000001
pratt whitney rocketdyne :0.000001
pratt whitney aircraft :0.000001
powered by solar :0.000001
pounds per square :0.000001
potential of space :0.000001
postlanding tv pictures :0.000001
post and telecommunications :0.000001
position of director :0.000001
position he held :0.000001
polar cap absorption :0.000001
poker flats alaska :0.000001
points on earth :0.000001
plus or minus :0.000001
plans to send :0.000001
plans and programs :0.000001
planned to provide :0.000001
planned to develop :0.000001
planned to continue :0.000001
placed on moon :0.000001
pilot andre turcat :0.000001
philadelphia inquirer reported :0.000001
phase of space :0.000001
periods in space :0.000001
period minutes inclina :0.000001
period and 812° :0.000001
period and 729° :0.000001
period and 71° :0.000001
period and 515° :0.000001
perigee period km :0.000001
perigee 901min period :0.000001
per square inch :0.000001
penetrate earths atmosphere :0.000001
pavel r popovich :0.000001
paul w gast :0.000001
participated in source :0.000001
panels extended structure :0.000001
pacific and indian :0.000001
p stafford maj :0.000001
over lunar surface :0.000001
outer space treaty :0.000001
outer space research :0.000001
other nonprofit institutions :0.000001
other foreign nations :0.000001
orbits of mars :0.000001
orbiting the planet :0.000001
orbiting frog otolith :0.000001
orbit was attained :0.000001
orbit over atlantic :0.000001
orbit of mars :0.000001
orbit of earth :0.000001
orbit by ussr :0.000001
options for additional :0.000001
on space exploration :0.000001
on space 196312764 :0.000001
on september 12 :0.000001
on saturn ib :0.000001
on project apollo :0.000001
on moon nov :0.000001
on mission 61b :0.000001
on foreign relations :0.000001
on earths atmosphere :0.000001
on april 13 :0.000001
on april 12 :0.000001
officials of nasa :0.000001
officials had decided :0.000001
office of earth :0.000001
office national detudes :0.000001
office at nasas :0.000001
off frc release :0.000001
off ap wash :0.000001
of xray sources :0.000001
of wisconsin experiment :0.000001
of ussr central :0.000001
of understanding signed :0.000001
of titan iii :0.000001
of television programs :0.000001
of technology scientist :0.000001
of supernova 1987a :0.000001
of star formation :0.000001
of sst development :0.000001
of space development :0.000001
of space debris :0.000001
of space applications :0.000001
of sounding rockets :0.000001
of solar plasma :0.000001
of shuttle columbia :0.000001
of saturns moon :0.000001
of rocket engines :0.000001
of researchers led :0.000001
of radio noise :0.000001
of puerto rico :0.000001
of prolonged weightlessness :0.000001
of prolonged space :0.000001
of onboard systems :0.000001
of nerva nuclear :0.000001
of nasas msfc :0.000001
of nasas langley :0.000001
of nasas arc :0.000001
of nasa research :0.000001
of nasa ames :0.000001
of midway island :0.000001
of michigan experiment :0.000001
of meteorological satellites :0.000001
of manned flights :0.000001
of laser beams :0.000001
of jet aircraft :0.000001
of international telecommunications :0.000001
of hot gas :0.000001
of heart attack :0.000001
of gemini vii :0.000001
of former nasa :0.000001
of federal research :0.000001
of experimental test :0.000001
of dr thomas :0.000001
of dr george :0.000001
of congress congressional :0.000001
of composite materials :0.000001
of comet kohoutek :0.000001
of celestial bodies :0.000001
of carrier rockets :0.000001
of california institute :0.000001
of apollo command :0.000001
of anglofrench supersonic :0.000001
of agena b :0.000001
ocean a history :0.000001
obtained by photographing :0.000001
obtain scientific data :0.000001
objectives were accomplished :0.000001
objective to launch :0.000001
objective continue operation :0.000001
oao 3 copernicus :0.000001
o a h :0.000001
ny herald trib :0.000001
nuclear testban treaty :0.000001
not penetrate earths :0.000001
not filmed astronautics :0.000001
noordwijk the netherlands :0.000001
no magnetic field :0.000001
nixon announced intention :0.000001
new china news :0.000001
neutral buoyancy simulator :0.000001
needed to meet :0.000001
near the earth :0.000001
near landing site :0.000001
navigation description cylinder :0.000001
naval research laboratorys :0.000001
national technical information :0.000001
national space administration :0.000001
nation to orbit :0.000001
nation in remarks :0.000001
nasas wallops station :0.000001
nasas space flight :0.000001
nasas michoud assembly :0.000001
nasas deputy associate :0.000001
nasas deputy administrator :0.000001
nasa mission objective :0.000001
nasa launched intelsat :0.000001
nasa launch vehicle :0.000001
nasa launch operations :0.000001
nasa into elliptical :0.000001
nasa in september :0.000001
nasa in cooperation :0.000001
nasa hq office :0.000001
nasa headquarters washington :0.000001
nasa had received :0.000001
nasa had estimated :0.000001
nasa had created :0.000001
nasa designation launch :0.000001
nasa budget request :0.000001
nasa authorization act :0.000001
nasa areas sounding :0.000001
nasa anno feb :0.000001
nasa and russian :0.000001
nasa and faa :0.000001
nasa administrator robert :0.000001
mstislav keldysh president :0.000001
msfc release 75— :0.000001
msc was responsible :0.000001
msc director dr :0.000001
moscow and washington :0.000001
more human beings :0.000001
moon of jupiter :0.000001
moon nov 17 :0.000001
moon and returning :0.000001
modified boeing 747 :0.000001
mitchell and stuart :0.000001
mission to repair :0.000001
mission specialist applicants :0.000001
mission in space :0.000001
mission adaptive wing :0.000001
missile early warning :0.000001
missile defense organization :0.000001
minister of aviation :0.000001
minister harold wilson :0.000001
million square miles :0.000001
million in federal :0.000001
million for administrative :0.000001
million below fy :0.000001
military space programs :0.000001
miles of earth :0.000001
mike monroney dokla :0.000001
michael v love :0.000001
michael e lopezalegria :0.000001
mi period 11 :0.000001
mi per hr :0.000001
mi of venus :0.000001
mg samuel c :0.000001
meters in diameter :0.000001
met with president :0.000001
memorandum of agreement :0.000001
measurements of electron :0.000001
measurement of solar :0.000001
measure spectral irradiance :0.000001
measure ozone distribution :0.000001
measure electron temperature :0.000001
measure atmospheric density :0.000001
measure air density :0.000001
mcdivitt maj usaf :0.000001
mcdivitt and schweickart :0.000001
may nasa announced :0.000001
materials in space :0.000001
marshall star feb :0.000001
marshall star apr :0.000001
mars reconnaissance orbiter :0.000001
mars probe launched :0.000001
mars or venus :0.000001
mars 3 launched :0.000001
mariner iv launched :0.000001
mariner ii venus :0.000001
mariner 9 photos :0.000001
mapping spectrometer toms :0.000001
manned space systems :0.000001
manned space mission :0.000001
manned skylab mission :0.000001
manned or unmanned :0.000001
manager of nasas :0.000001
manager james s :0.000001
managed by nasa :0.000001
manage the project :0.000001
maj gen vladimir :0.000001
maintenance and operations :0.000001
maintenance and operation :0.000001
m rhea seddon :0.000001
lunar transfer trajectory :0.000001
lunar orbiter spacecraft :0.000001
lunar and interplanetary :0.000001
lt col usaf :0.000001
los alamos n :0.000001
longtank thrustaugmented thoragena :0.000001
longer than planned :0.000001
long space flights :0.000001
lockheed martin atlas :0.000001
lockheed electronics co :0.000001
local equator crossing :0.000001
live tv coverage :0.000001
listings which reference :0.000001
liquidhydrogen and liquidoxygen :0.000001
liquid hydrogen fuel :0.000001
linear accelerator center :0.000001
leave the solar :0.000001
lb of thrust :0.000001
layer of dust :0.000001
launching of cosmos :0.000001
launches from vandenberg :0.000001
launched two nikeapache :0.000001
launched nov 16 :0.000001
launched may 15 :0.000001
launched into nearpolar :0.000001
launched in conjunction :0.000001
launched eight cosmos :0.000001
launched aug 17 :0.000001
launched atlasagena d :0.000001
launched a satellite :0.000001
launched 5 april :0.000001
launched 2 march :0.000001
launch was rescheduled :0.000001
launch was postponed :0.000001
launch was delayed :0.000001
launch vehicle systems :0.000001
launch vehicle site :0.000001
launch vehicle nasa :0.000001
launch vehicle launched :0.000001
launch services ils :0.000001
launch of sputnik :0.000001
launch of soyuz :0.000001
launch of cosmos :0.000001
launch in december :0.000001
launch in august :0.000001
launch area mila :0.000001
launch and reentry :0.000001
large winglike solar :0.000001
landing stol aircraft :0.000001
lack of gravity :0.000001
l curbeam jr :0.000001
l bisplinghoff nasa :0.000001
ksc total weight :0.000001
ksc the space :0.000001
krasnaya zvezda red :0.000001
kg at launch :0.000001
kg 250 lbs :0.000001
kg 170 lbs :0.000001
key biscayne fla :0.000001
karol j bobko :0.000001
jupiters moon io :0.000001
jr and russian :0.000001
jr and john :0.000001
jr and fred :0.000001
joseph r tanner :0.000001
joint congressional committee :0.000001
john w wydler :0.000001
john l phillips :0.000001
john l mclucas :0.000001
johannesburg south africa :0.000001
james r thompson :0.000001
james j kramer :0.000001
iv and v :0.000001
its launch vehicle :0.000001
its launch pad :0.000001
its ames research :0.000001
issue of science :0.000001
