solar cells,238,7,25,14,15,15,19,5,9,11,9,7,15,4,13,10,14,14,16,1,6,0,1,0,1
solar panels,203,0,6,1,11,10,12,7,4,13,6,6,6,5,10,14,7,3,10,3,2,1,0,1,37
Soviet scientists,144,1,4,8,12,9,9,4,5,6,3,20,21,8,5,12,3,2,4,2,0,0,0,1,2
cosmic rays,141,5,11,6,18,11,7,4,5,8,5,7,7,9,5,11,5,3,5,2,1,0,0,0,2
lunar samples,139,0,0,0,0,0,0,1,0,36,21,34,26,8,1,2,4,2,2,0,2,0,0,0,0
scientific data,128,0,5,7,11,15,9,20,5,8,5,3,6,5,4,1,3,2,3,1,2,0,1,0,3
Orbital parameters,127,0,0,0,3,19,16,18,16,10,5,12,13,5,4,0,3,0,2,0,0,0,1,0,0
scientific experiments,126,0,3,7,12,13,10,4,5,7,2,10,12,6,5,4,3,2,8,1,1,1,0,2,2
magnetic fields,105,7,6,4,8,11,4,2,3,7,1,5,6,8,4,8,4,5,4,1,0,1,0,0,0
scientific instruments,104,0,1,0,2,18,10,3,0,3,2,10,10,7,4,3,3,4,10,1,2,2,0,1,2
good data,89,2,2,1,7,7,8,7,9,12,10,4,11,2,0,1,1,0,1,0,0,0,0,0,2
other planets,87,0,4,4,4,13,4,4,6,7,10,2,6,3,1,2,7,2,3,1,1,0,0,0,0
main engines,87,0,0,0,0,0,0,0,0,0,1,4,1,0,1,5,12,6,14,10,11,1,4,1,3
manned flights,84,0,3,4,9,9,11,8,6,5,8,3,4,2,2,3,1,4,0,0,0,0,1,0,0
other nations,79,2,5,7,4,2,4,5,5,10,3,3,8,3,2,0,3,2,1,2,2,0,0,1,1
solar flares,76,1,5,6,6,1,1,7,4,7,1,5,5,2,3,1,3,0,4,0,10,1,1,0,0
Soviet cosmonauts,70,0,2,2,6,5,2,3,0,4,5,4,8,4,0,9,2,0,2,0,0,1,2,2,4
several years,70,1,1,7,4,5,4,4,4,4,2,8,7,0,0,1,1,0,2,1,2,0,0,0,0
other countries,70,0,3,3,5,0,2,8,4,3,3,2,4,5,3,2,7,2,5,0,1,0,0,1,1
few years,65,0,1,4,6,9,6,2,5,4,5,4,7,0,1,1,0,2,2,1,1,0,1,1,0
commercial communications,64,1,1,1,7,9,4,3,3,1,3,2,3,1,0,4,0,0,2,1,3,2,5,0,0
nuclear weapons,61,0,1,4,1,4,5,7,8,5,5,6,3,3,0,1,2,3,1,0,0,0,1,0,0
electric fields,57,0,1,0,0,1,4,7,9,4,7,5,1,1,2,0,1,1,6,0,6,1,0,0,0
meteorological satellites,54,0,0,3,7,3,4,4,3,0,4,1,1,4,6,6,1,1,4,0,1,0,0,0,0
domestic communications,53,0,0,0,0,0,0,0,0,0,1,1,5,5,8,6,2,1,2,3,5,1,2,2,0
manned missions,51,0,0,0,4,8,3,4,5,4,1,4,3,2,4,2,3,1,0,0,0,0,1,0,0
scientific satellites,50,1,3,5,9,3,4,2,4,1,0,3,2,1,4,4,0,0,0,0,0,1,0,0,2
useful data,49,1,0,2,1,3,5,7,8,9,2,0,3,2,2,0,0,1,1,1,0,0,0,0,0
outer planets,49,0,0,1,0,0,0,1,1,1,7,6,15,2,2,1,2,7,1,0,1,1,0,0,0
natural resources,49,0,0,1,0,1,4,2,3,2,2,3,6,3,2,4,1,3,6,1,1,1,0,1,1
foreign countries,48,0,0,2,1,3,3,1,0,2,6,4,6,1,5,3,0,1,5,0,1,1,0,0,0
Federal agencies,48,0,0,4,3,1,3,2,1,4,6,8,6,3,4,2,1,0,0,0,0,0,0,0,0
peaceful purposes,47,1,4,6,4,4,5,0,2,1,1,2,9,3,0,0,1,0,2,0,0,0,0,0,0
other agencies,46,0,3,2,2,2,2,2,2,2,6,2,4,3,9,0,2,0,1,0,0,0,0,0,1
technical problems,43,0,0,3,2,5,2,1,1,3,2,0,1,5,1,1,1,1,3,3,0,1,0,0,0
scientific objectives,43,0,1,1,1,1,1,1,10,3,2,1,8,4,2,1,0,1,1,0,1,1,0,0,0
energetic particles,42,3,2,5,3,3,2,0,1,1,3,4,3,0,3,1,1,4,3,0,0,0,0,0,0
sonic booms,41,1,0,0,11,6,6,4,2,0,0,2,1,3,0,0,0,2,1,0,0,0,0,0,0
remote areas,41,0,0,1,1,1,1,0,1,0,3,0,4,2,7,3,4,0,4,1,1,0,1,0,5
National d’Etudes,41,0,0,3,3,4,8,3,3,0,2,3,1,0,1,1,1,2,3,0,1,0,1,1,0
unidentified satellites,40,0,1,7,0,3,9,5,3,4,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0
military communications,40,0,0,2,6,0,2,3,0,0,0,1,1,2,5,2,2,0,3,0,1,0,1,0,3
global communications,40,0,2,4,10,4,1,0,1,0,3,0,0,1,1,3,1,2,2,0,3,1,0,0,0
ballistic missiles,40,1,2,3,5,4,1,2,1,0,2,0,4,0,2,1,3,2,0,0,0,0,0,0,2
principal investigators,39,0,0,0,1,1,0,1,0,5,2,0,5,3,0,1,8,4,2,1,1,0,0,0,0
upper stages,38,1,6,4,5,8,1,1,1,1,1,0,0,0,1,0,0,5,1,1,0,0,0,1,0
Primary objectives,38,0,1,0,3,3,2,2,6,8,5,0,3,1,2,2,0,0,0,0,0,0,0,0,0
orbital data,38,0,7,5,8,10,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
solar arrays,36,0,0,0,0,0,0,0,0,0,3,0,1,2,2,0,8,4,6,1,1,0,2,0,2
high altitudes,36,0,2,1,5,1,5,2,2,3,1,0,1,1,0,1,3,2,3,1,0,1,1,0,0
celestial bodies,36,0,1,3,0,3,12,1,1,4,1,1,1,1,2,2,0,2,0,0,1,0,0,0,0
scientific investigations,34,0,1,0,3,1,0,0,0,0,4,1,3,1,1,1,0,0,5,2,1,3,0,0,1
meteorological data,34,0,1,2,3,3,1,2,1,0,1,4,1,3,1,1,3,1,2,0,0,0,0,0,2
other areas,33,0,1,3,0,1,2,2,6,6,0,1,4,0,1,1,2,1,0,0,1,0,0,0,1
Orbital data,33,0,5,3,4,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new data,33,1,1,0,0,0,0,1,1,2,1,0,0,2,8,2,2,3,2,1,1,0,1,0,1
international communications,33,0,2,3,3,5,0,2,0,0,0,0,0,1,0,1,2,2,4,0,4,2,0,0,1
human beings,33,0,1,0,2,4,2,2,1,4,5,3,2,6,0,1,0,0,0,0,0,0,0,0,0
few days,33,0,2,1,1,2,2,0,0,1,1,1,2,4,0,2,3,3,1,2,1,1,2,0,0
nuclear tests,32,2,4,8,1,0,2,0,1,1,0,4,2,4,1,0,0,1,0,0,0,0,0,0,0
large amounts,32,0,2,0,1,0,1,1,0,1,1,0,1,1,6,3,2,3,1,0,1,0,1,1,1
Soviet officials,31,0,0,1,3,0,2,0,1,3,0,0,2,1,1,6,2,2,1,0,0,0,0,1,2
polar regions,31,0,0,3,1,1,0,0,1,2,0,0,2,2,3,2,1,0,6,2,1,0,0,0,0
long periods,31,1,3,2,2,3,0,2,1,1,2,0,0,6,1,1,0,1,1,0,1,0,1,0,1
