generating electricity,9,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
following day,9,1,0,0,0,0,0,0,1,0,1,1,2,0,0,1,0,0,0,1,0,0,0,0,1
developing space,9,0,0,2,0,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
continuing program,9,0,0,2,0,0,0,3,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
conducting research,9,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
building block,9,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0
verifying information,8,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
turning point,8,0,0,0,0,2,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
training center,8,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0
reporting system,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,1,0,0,0,0
recording sound,8,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
positioning system,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2
pointing control,8,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pointing accuracy,8,0,1,0,0,0,1,0,0,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0
operating life,8,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
mapping mission,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,1,1,0,0
landing test,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1
landing attempt,8,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0
acting deputy,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,2
acting administrator,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1
wing span,7,0,0,0,0,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
wing design,7,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
wing aircraft,7,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
using laser,7,0,1,0,0,0,0,0,0,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0
transmitting whip,7,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
training session,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0
tracking experiment,7,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
starting point,7,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
operating income,7,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0
mapping camera,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1
maneuvering system,7,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Landing sequence,7,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
landing facility,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0
landing capability,7,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
including flight,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
improving control,7,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
forecasting system,7,0,0,1,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
following year,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
following table,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0
firing time,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0
doing business,7,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
circling earth,7,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
acting capacity,7,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0
working relationship,6,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
working model,6,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
