of feb ,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0
of f111a ,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0
of extremely ,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,1
of extreme ,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,2
of excessive ,0,0,0,0,1,2,0,1,1,1,0,0,0,0,1,0
of excellent ,0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0
of evidence ,0,0,2,0,1,2,0,0,0,0,0,1,1,0,0,0
of eva ,0,0,0,0,0,2,0,0,2,0,1,2,0,0,0,0
of estimated ,0,0,0,0,0,0,0,0,1,2,1,3,0,0,0,0
of erts ,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0
of equal ,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,1
of electromagnetic ,0,2,0,0,0,1,0,0,0,0,1,3,0,0,0,0
of eldo ,0,0,0,0,0,1,0,2,0,2,2,0,0,0,0,0
of einsteinâ€™s ,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1
of effect ,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0
of e ,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,1
of detecting ,0,0,1,1,0,0,0,0,1,1,0,1,0,0,2,0
of day ,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0
of danger ,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0
of creating ,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
of countries ,0,1,0,1,2,0,0,0,1,0,1,0,0,1,0,0
of council ,0,0,0,0,0,2,0,1,0,1,2,1,0,0,0,0
of congressional ,0,0,1,0,0,0,1,1,0,0,2,2,0,0,0,0
of cone ,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0
of comsats ,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0
of comsatcorpâ€™s ,0,0,0,0,1,0,4,0,0,1,0,0,0,0,1,0
of computers ,0,0,0,2,0,1,0,0,0,0,0,2,1,0,0,0
of compatible ,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0
of comparable ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
of communication ,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0
of committees ,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0
of combustion ,0,0,4,0,0,1,0,1,0,1,0,0,0,0,0,0
of columbus ,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,2
of cold ,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0
of cities ,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,2
of capsule ,1,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0
of calcium ,0,0,0,0,3,0,0,2,0,0,0,0,0,2,0,0
of brown ,0,0,0,0,1,0,0,1,0,2,0,2,0,0,0,1
of bright ,0,1,0,0,0,1,1,1,1,2,0,0,0,0,0,0
of brazil ,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,1
of booster ,0,0,0,1,0,1,0,2,0,1,2,0,0,0,0,0
of big ,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0
of ballistic ,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0
of auroras ,0,0,0,1,0,0,0,4,0,0,0,0,2,0,0,0
of august ,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2
of astronomical ,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1
of alternate ,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0
of airline ,0,0,1,1,0,0,1,0,0,3,0,0,0,0,0,0
of airborne ,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1
of agricultural ,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1
of afcrl ,0,0,2,1,1,0,0,0,0,1,1,1,0,0,0,0
of 71 ,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1
of 69 ,0,1,0,0,1,1,2,0,0,1,0,0,1,0,0,0
of 64 ,0,0,0,0,1,0,0,0,0,1,1,0,3,0,0,0
of 62 ,0,0,0,1,0,0,3,0,0,1,0,0,0,1,0,0
of 54 ,0,0,3,1,0,0,0,1,0,0,0,0,0,2,0,0
of 4000 ,0,0,1,2,2,0,1,0,1,0,0,0,0,0,0,0
of 37 ,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,1
of 2500 ,0,0,1,1,0,0,0,1,1,2,0,1,0,0,0,0
of 125 ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0
of 124 ,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,1
october 1973 ,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1
october 1969 ,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0
october 1968 ,0,0,0,0,0,0,1,2,1,1,0,1,1,0,0,0
october 1966 ,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0
oct and ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1
oct 151 ,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0
oceanus procellarum ,0,0,0,0,0,3,0,0,0,0,1,2,1,0,0,0
ocean currents ,0,0,0,0,1,0,0,0,2,0,1,0,0,1,1,0
occurred within ,0,0,0,1,1,1,1,2,0,1,0,0,0,0,0,0
occur during ,0,1,0,0,0,2,0,1,1,0,1,1,0,0,0,0
occur at ,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0
observing time ,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0
observers on ,0,1,0,0,1,1,1,0,3,0,0,0,0,0,0,0
observe and ,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0
observatory to ,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0
observatory oso ,0,0,0,0,1,2,0,0,1,1,0,1,0,0,0,0
observations had ,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0
obligated to ,0,0,2,1,0,0,0,0,0,2,1,0,1,0,0,0
objects on ,0,0,0,0,0,1,1,0,0,0,2,0,0,1,2,0
objective and ,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0
object was ,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0
o y ,0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,0
o was ,0,0,1,0,0,0,0,3,1,0,0,0,1,0,0,0
o b ,0,0,3,0,0,0,2,1,0,0,1,0,0,0,0,0
nyt 21 ,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1
nyt 19 ,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1
nyt 15 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1
nutley nj ,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0
nuclear submarines ,0,0,0,0,1,0,2,2,0,0,1,1,0,0,0,0
nuclear powered ,0,1,2,2,0,0,1,0,0,0,0,0,0,0,1,0
nuclear or ,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0
nuclear arms ,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,2
nrl experiment ,0,0,0,0,0,0,1,1,0,3,2,0,0,0,0,0
now would ,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0
now was ,0,1,0,3,1,0,1,0,0,0,0,0,0,1,0,0
now used ,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1
now it ,0,1,0,0,0,0,1,0,0,2,2,1,0,0,0,0
now available ,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2
november nasa ,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2
november and ,0,0,2,0,1,0,0,0,1,0,0,2,1,0,0,0
november 1973 ,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,1
november 1966 ,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0
november 1963 ,0,0,1,3,1,0,1,0,0,0,1,0,0,0,0,0
nov 3 ,0,1,0,0,0,2,1,0,0,0,1,0,2,0,0,0
nov 25 ,0,0,0,0,0,1,0,2,0,0,0,2,1,0,0,0
nov 11 ,0,1,0,0,0,0,0,0,0,1,1,0,3,0,0,0
notice to ,0,0,0,0,2,1,1,0,0,1,0,0,0,1,1,0
nothing to ,0,0,0,1,1,0,1,0,1,0,0,2,0,1,0,0
nothing in ,0,0,0,2,1,0,0,1,1,0,2,0,0,0,0,0
nothing else ,0,0,0,0,0,0,0,1,3,1,1,0,1,0,0,0
notes information ,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0
note to ,0,1,0,0,0,0,0,0,0,1,0,3,2,0,0,0
not see ,0,0,0,1,0,0,0,0,2,0,2,2,0,0,0,0
not say ,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1
not require ,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,2
not really ,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1
not put ,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0
not made ,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,2
not indicate ,0,0,2,0,0,0,0,1,1,1,1,0,0,0,0,1
not identified ,0,0,0,1,0,1,1,0,2,0,0,0,1,0,0,1
not given ,0,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0
not found ,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0
not eject ,0,0,0,1,2,3,0,0,0,0,0,0,1,0,0,0
not dis ,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not deploy ,0,0,0,1,1,0,0,0,1,1,0,1,2,0,0,0
not clear ,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,2
not begin ,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2
not because ,0,0,0,3,0,0,0,0,1,0,2,0,0,0,1,0
not attempted ,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
not announced ,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
not and ,0,1,0,2,1,0,0,1,1,0,1,0,0,0,0,0
nossiter w ,0,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0
norway carried ,0,0,0,0,0,1,2,2,0,1,0,1,0,0,0,0
north ray ,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
normally but ,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,3
noon and ,0,0,0,1,0,2,2,1,0,1,0,0,0,0,0,0
nominate dr ,0,0,0,0,0,1,0,1,2,0,0,0,2,1,0,0
nominal and ,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0
nology utilization ,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0
noble wilford ,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2
noaa would ,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
noaa to ,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
no serious ,0,0,0,1,1,0,0,2,0,0,0,1,1,0,1,0
no military ,0,0,0,2,1,2,0,0,1,0,1,0,0,0,0,0
no difficulty ,0,0,0,0,1,1,0,0,2,0,1,1,0,0,0,1
no comment ,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0
no 5 ,0,0,1,0,2,0,1,0,3,0,0,0,0,0,0,0
nixon was ,0,0,0,0,0,0,0,0,3,0,2,0,1,1,0,0
nixon presented ,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0
nixon approved ,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0
nippon electric ,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,1
ninemonth study ,0,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0
nine years ,0,0,0,0,3,0,1,0,1,0,0,0,2,0,0,0
nine hours ,0,0,0,0,3,1,1,0,1,0,0,1,0,0,0,0
nimbus d ,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0
niketomahawk launched ,0,0,0,0,0,2,0,0,2,0,2,0,1,0,0,0
nike x ,0,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0
night of ,0,1,1,0,0,1,0,0,2,0,0,0,0,0,2,0
nications satellite ,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,2
next week ,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1
next to ,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1
next phase ,0,1,0,1,0,0,2,1,0,0,1,0,0,0,0,0
next meeting ,0,0,1,0,0,1,0,0,0,0,0,2,2,0,1,0
next 20 ,0,0,0,1,2,1,1,0,0,0,0,0,0,2,0,0
news said ,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,1
news roundup ,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
news nov ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
new vistas ,0,0,1,2,0,1,0,0,0,0,2,0,0,1,0,0
new to ,0,0,0,1,0,0,0,2,0,2,1,0,0,1,0,0
new telescope ,0,0,0,1,2,0,2,0,1,0,0,0,0,0,1,0
new stage ,0,0,1,1,1,0,0,0,3,0,0,0,0,1,0,0
new sources ,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0
new pork ,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
new device ,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
new development ,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,2
new astronauts ,0,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0
new approaches ,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0
network stdn ,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
network dsn ,0,0,0,0,0,2,1,2,0,1,0,0,1,0,0,0
negotiations to ,0,0,0,2,1,0,0,0,1,0,0,2,1,0,0,0
negotiated by ,0,0,0,1,0,2,0,1,0,1,1,0,0,0,0,0
need of ,0,0,2,0,1,0,0,0,0,1,1,0,0,1,1,0
need it ,0,0,0,0,3,0,0,0,0,0,1,1,1,1,0,0
nearmoon space ,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,1
nearly 30 ,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,1
nearby planets ,0,1,1,0,1,0,0,2,0,0,0,0,0,0,1,0
near side ,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,1
near lunar ,0,0,0,0,0,2,0,1,1,1,0,2,0,0,0,0
near a ,0,1,0,1,3,0,0,0,0,0,0,0,0,1,1,0
navy john ,0,0,0,0,0,0,0,0,0,1,2,0,3,1,0,0
navy for ,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0
naval ordnance ,0,1,1,0,2,0,1,1,0,0,0,0,1,0,0,0
nauts had ,0,0,0,1,0,0,0,0,2,0,1,2,0,0,0,1
nauts and ,0,0,0,1,3,0,0,1,0,0,0,2,0,0,0,0
naut john ,0,2,2,0,0,0,1,0,0,0,1,1,0,0,0,0
nations will ,0,0,1,1,2,0,1,0,0,1,0,0,1,0,0,0
nations space ,0,1,0,2,0,1,0,0,1,0,0,0,0,0,1,0
nations for ,0,0,1,0,0,1,0,0,2,0,0,2,0,1,0,0
national transportation ,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,1
national technical ,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0
national sonic ,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0
national programs ,0,0,2,0,0,2,0,0,0,0,0,1,1,1,0,0
national monument ,0,0,0,0,0,0,2,1,0,0,0,2,2,0,0,0
national labor ,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0
national development ,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,2
national de ,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0
national cooperation ,0,0,1,2,0,0,0,0,1,1,0,2,0,0,0,0
national aerospace ,0,0,0,0,0,1,2,1,0,0,0,1,0,1,0,0
nation or ,0,0,2,1,0,0,0,0,0,1,1,1,0,0,1,0
nation of ,0,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0
nation must ,0,1,2,1,0,0,0,0,0,1,1,0,1,0,0,0
nasaâ€™s request ,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,1
nasaâ€™s deputy ,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,2
nasauniv of ,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0
nasas manned ,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
nasa work ,0,0,0,1,0,0,0,0,1,1,2,0,0,2,0,0
nasa witnesses ,0,2,1,1,0,0,2,0,0,0,0,0,0,0,1,0
nasa use ,0,0,2,1,0,1,0,0,0,1,0,0,1,0,0,1
nasa usaf ,0,0,0,1,2,1,0,1,0,2,0,0,0,0,0,0
nasa sp4301 ,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
nasa sp4201 ,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
nasa skylab ,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0
nasa received ,0,1,0,3,0,1,0,0,0,0,1,0,0,0,1,0
nasa rd ,0,0,0,0,0,2,0,0,3,0,0,0,0,1,1,0
nasa proposed ,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0
nasa prime ,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0
nasa pilots ,0,2,0,2,0,1,1,0,0,1,0,0,0,0,0,0
nasa new ,0,0,0,3,0,0,0,0,0,1,1,1,1,0,0,0
nasa legislative ,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0
nasa invited ,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,1
nasa hhr29 ,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
nasa head ,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0
nasa gen ,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0
nasa f ,0,0,2,3,0,0,1,0,0,0,0,0,0,1,0,0
nasa ep29 ,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0
nasa during ,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0
nasa contractors ,0,0,1,1,2,0,0,0,1,0,0,0,0,0,1,0
nasa consultant ,0,0,0,0,0,2,0,1,0,3,0,0,1,0,0,0
nasa arcas ,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
nasa 0 ,0,0,2,0,0,0,0,0,1,0,1,2,0,0,0,0
named as ,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
name to ,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0
naa for ,0,1,0,1,0,1,3,0,0,0,0,0,0,0,0,1
naa and ,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,1
na tionâ€™s ,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0
n w ,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0
n tupolev ,0,0,0,0,1,1,0,0,0,0,3,2,0,0,0,0
n rocket ,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2
n kosygin ,0,0,0,1,0,0,1,1,0,2,0,2,0,0,0,0
museum was ,0,0,0,0,0,0,0,0,0,2,1,3,0,0,1,0
muscle tone ,0,0,0,1,2,1,1,0,1,0,0,0,0,1,0,0
mud lake ,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0
much smaller ,0,1,0,2,0,0,1,0,0,1,0,1,1,0,0,0
mstislav keldysh ,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0
msc space ,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
msc chief ,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0
mrs carrie ,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
mrs carmen ,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0
mr nixon ,0,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0
mph the ,0,1,0,0,2,0,1,0,0,0,0,0,3,0,0,0
mph speed ,0,1,3,0,0,1,0,0,0,1,0,0,1,0,0,0
moving to ,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0
moving forward ,0,0,2,2,1,0,0,0,1,0,0,0,1,0,0,0
move would ,0,0,0,0,1,0,0,0,2,2,1,0,0,0,0,1
motors would ,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0
motorola inc ,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0
motor case ,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0
motor at ,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0
most productive ,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0
most extensive ,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0
most ambitious ,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,2
mospheric research ,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0
more years ,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0
more would ,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0
more satellites ,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1
more recently ,0,2,0,0,1,0,1,0,1,0,1,0,1,0,0,0
more rapid ,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0
more nearly ,0,0,1,2,0,0,0,1,0,1,0,2,0,0,0,0
more energy ,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3
moonâ€™s interior ,0,0,0,0,0,1,3,0,1,0,1,0,1,0,0,0
moonâ€™s hidden ,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0
moonâ€™s fra ,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0
moon shot ,0,0,2,1,0,0,0,1,3,0,0,0,0,0,0,0
moon probe ,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0
moon he ,0,0,1,0,0,2,0,0,1,0,2,0,0,0,0,1
moon after ,0,0,0,0,1,1,1,0,2,0,0,2,0,0,0,0
months the ,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,1
monthly segments ,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0
month in ,0,0,1,1,2,1,1,0,0,1,0,0,0,0,0,0
monitor solar ,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,1
mondale dminn ,0,0,0,0,1,0,1,0,0,1,1,3,0,0,0,0
molecules of ,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,1
mol project ,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0
mojave desert ,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0
modules for ,0,0,0,1,0,0,0,0,2,1,0,0,1,0,2,0
module sm ,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0
modifications and ,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1
model in ,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1
mix of ,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0
mitchell had ,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1
mit scientists ,0,1,2,0,1,0,0,1,1,0,0,0,0,0,1,0
missions using ,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
missions such ,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0
missions on ,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
missions have ,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0
missions during ,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1
mission spacecraft ,0,1,0,0,0,0,2,2,1,0,0,0,0,0,1,0
mission should ,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0
mission rules ,0,0,0,0,1,2,0,0,0,0,0,1,2,0,1,0
mission results ,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,1
mission plan ,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0
mission he ,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0
mission began ,0,0,0,0,2,1,0,0,1,1,2,0,0,0,0,0
mission analysis ,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0
missile would ,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,1
missile sram ,0,0,0,0,0,1,1,0,0,3,1,0,1,0,0,0
missile launch ,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1
missile at ,0,0,3,0,1,0,0,1,0,0,0,2,0,0,0,0
missile a ,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1
missed the ,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0
minuteman missiles ,0,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0
minute and ,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0
ministry announced ,0,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0
mineral deposits ,0,0,0,0,0,0,0,0,2,1,1,0,0,2,1,0
min the ,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2
min inclina ,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0
min from ,0,0,0,0,0,1,0,1,1,0,2,1,0,1,0,0
million toward ,0,0,0,0,1,1,0,0,0,1,2,1,1,0,0,0
million it ,0,0,0,0,1,0,1,2,0,1,1,0,1,0,0,0
million bits ,0,0,0,1,1,0,1,1,0,0,0,0,0,0,3,0
million authorized ,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0
miller and ,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
military service ,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1
military requirements ,0,3,0,2,1,0,0,0,0,0,0,0,0,1,0,0
military rd ,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0
military power ,0,0,1,0,2,1,1,0,0,0,0,2,0,0,0,0
military in ,0,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0
miles wash ,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0
mile from ,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0,0
mike monroney ,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0
might show ,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2
might permit ,0,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0
might help ,0,0,0,0,2,0,0,0,0,1,0,1,1,1,0,0
might find ,0,0,1,0,2,0,0,1,0,1,1,1,0,0,0,0
might come ,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,1
might aid ,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,1
might affect ,0,0,0,0,2,0,1,1,0,0,0,1,0,0,1,1
midst of ,0,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0
midair recovery ,1,1,0,0,0,2,1,0,0,0,0,0,0,0,2,0
microwave scanningbeam ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
microwave energy ,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1
micrometeoroids and ,0,0,0,1,0,1,3,0,1,0,0,0,0,0,1,0
miami fla ,0,0,0,2,0,0,1,0,3,1,0,0,0,0,0,0
mi long ,0,0,1,1,2,0,0,0,0,0,1,2,0,0,0,0
mi high ,0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0
mi by ,0,1,0,0,0,0,1,0,1,1,3,0,0,0,0,0
mgr interview ,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0
meteorological rocket ,0,0,1,0,2,2,1,0,0,1,0,0,0,0,0,0
meteorological experiment ,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,1
metals in ,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1
metal clays ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
met all ,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0
messages to ,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1
messages between ,0,1,1,0,2,1,0,0,0,0,1,0,1,0,0,0
merit for ,0,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0
mercury astronaut ,2,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0
mer cury ,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0
