approx year, term, approx size, fill alpha percent, possible pos name, horiz align
1993.7,other}things,13.715378,0.5751474,,center
1975.4,many}years,13.750499,0.7060438,,left
2006.4,500}meters,13.752119,0.71366715,,left
2005.4,Matthew}S|}Tiscareno,13.790092,1.0,,center
2004.2,David}Rising,13.845204,1.0,,right
1974.6,Soviet}Intercosmos,13.90477,1.0,,left
1998.7,Moon's}crater,14.0309725,1.0,,center
1974.4,previous}missions,14.084679,0.4839934,,left
1978.3,leading,14.106204,0.47536942,,left
1973.4,chemical}differentiation,14.15667,0.39644969,,left
1973.6,7}psi,40.881996,0.48156944,,left
1999.9,technical}contributions,14.163866,0.5391353,,left
1961.5,launching,14.346856,0.4808717,,left
2007.6,saying,14.398151,0.468346,,left
1980.4,Hugh}Harris,14.433239,1.0,,left
1976.7,Isaac}Asimov,14.438657,1.0,,center
1977.5,lunar}explorations,14.448066,0.9405474,,left
1975.7,other}places,14.494894,0.9160344,,left
1968.8,lunar}rocks,14.550954,0.7457512,,right
1998.5,chemical}signature,14.551165,0.5795119,,center
1971.5,17}astronauts,14.57692,0.7450987,,left
1964.7,8}lbs,42.283966,0.55915016,,left
1961.8,new}concepts,14.645241,0.57476366,,right
1970.5,14}astronauts,14.708473,0.5956875,,left
1968.5,Ocean}of}Storms,14.733296,1.0,,right
1990.7,scientific}teams,14.794395,0.5297784,,center
1989.6,unmanned}flights,14.862475,0.70683587,,left
2003.6,hearing,14.919517,0.43111324,,left
1988.7,solar}particles,14.995374,0.71207523,,center
2005.7,new}horizons,15.3132715,0.96113974,,center
1979.5,Dr|}Bradford}Smith,15.434062,1.0,,center
1970.3,moon's}Sea}of}Rains,15.463481,1.0,,left
1963.0,Project}Apollo,42.305172,1.0,,center
1997.9,tidal}energy,15.467186,0.5439164,,right
1969.0,public}affairs,15.687652,0.4969499,,right
1997.2,200}kilometers,15.838859,0.8470173,,right
1982.7,Sea}of}Smyth,15.912032,0.9914017,,center
1968.0,Wally}Schirra,15.956676,1.0,,right
2006.6,new}programs,15.969621,0.58259434,,left
1962.8,Merritt}Island}Florida,16.193975,1.0,,right
1965.6,Bernard}Lovell,16.448456,1.0,,center
1962.7,orbital}flights,16.474476,0.4932599,,right
1981.8,100}years,16.580166,0.9437159,,center
1964.3,lunar}mission,43.916733,1.0,,center
1979.7,Cyril}Horsford,16.635906,1.0,,center
1967.6,George}Mueller,17.43036,1.0,,right
1976.7,3}astronauts,17.629972,0.5862083,,center
2004.4,Kenneth}Chang,18.011189,1.0,,right
1978.8,ill}effects,18.142591,0.9133327,,right
1972.4,Comet}Kohoutek,18.29588,0.83579874,,left
1958.0,orbiting,10.5,0.4943788,,left
1958.1,two}bands,10.5,0.48592538,,right
1977.5,lunar}materials,18.325953,0.7356724,,center
1958.4,transmitting,10.5,0.45600152,,left
1958.4,following,10.5,0.49277914,,left
1958.6,Premier}Khrushchev,10.5,1.0,,center
1958.9,passing,10.5,0.4222541,,left
1959.0,developing,10.5,0.48403144,,left
1959.5,2}weeks,10.5,0.3787449,,right
1959.8,G|}P|}Kulper,10.5,1.0,,center
1959.8,Lt|}J|}S|}Hargreaves,10.5,1.0,,right
1960.4,seeking,10.5,0.38994002,,left
1960.4,Capt|}W|}D|}Habluetzel,10.5,1.0,,right
1961.6,Zdeněk}Kopal,18.488428,1.0,,right
1960.6,C|}Stark}Draper,10.5,1.0,,right
1960.7,navigation}systems,10.5,0.12957655,,center
1960.8,lunar}stations,10.5,0.6859343,,center
1960.9,Gallup}poll,10.5,0.25406805,,center
1961.0,two}pilots,10.5,1.0,,right
1961.2,scientific}achievements,10.5,0.48495862,,left
1961.2,nearby}planets,10.5,0.5792496,,right
1961.3,making,10.5,0.48799703,,left
1961.3,the}total}solar}energy,10.5,1.0,,right
1961.3,Horace}W|}Babcock,10.5,1.0,,right
1963.8,Gerard}Kuiper,19.113195,1.0,,right
1961.5,speaking,10.5,0.4529437,,left
1961.6,testifying,10.5,0.25478476,,left
1961.8,doing,10.5,0.46215105,,left
1961.8,Edward}Teller,10.5,1.0,,center
1961.8,Bjoern}Malmgren,10.5,1.0,,center
1961.9,scientific}programs,10.5,0.7166972,,right
1962.0,Bruce}Murray,10.5,1.0,,right
1962.2,undertaking,10.5,0.4244593,,left
1962.3,addressing,10.5,0.3113943,,left
1962.6,living,10.5,0.4675691,,left
1993.8,25}years,19.153042,0.48947704,,center
1972.0,Harrison}Schmitt,45.06419,1.0,,center
1962.7,meteorological}sounding}rockets,10.5,0.4913124,,right
1962.8,the}manned}orbital}laboratory,10.5,1.0,,right
1962.9,20}cents,10.5,1.0,,right
1962.9,18}hrs,10.5,0.704145,,right
1963.0,successful}flights,10.5,0.48656973,,right
1963.1,lunar}bases,10.5,0.72518635,,right
1963.1,red}spots,10.5,0.95325613,,right
1963.5,Eugene}Merle}Shoemaker,10.5,1.0,,center
1963.6,J|}William}Fulbright,10.5,1.0,,center
1963.7,tracking}ships,10.5,0.48721495,,right
2005.5,Imke}de}Pater,19.225958,1.0,,center
1964.1,Soviet}Unions,10.5,0.74005234,,right
1964.3,three}men,10.5,0.58827883,,right
1964.4,bearing,10.5,0.43707597,,left
1964.5,lunar}seas,10.5,0.9705612,,left
1964.7,lunar}missions,10.5,0.49705866,,center
1964.7,lunar}landings,10.5,0.49651495,,center
1964.7,nuclear}systems,10.5,0.4862473,,center
1964.8,volcanic}rocks,10.5,0.7125526,,center
1964.8,15}yrs,10.5,0.57374096,,left
1964.8,soft}landing,10.5,0.49662367,,center
1973.3,gravitational}forces,19.302269,0.14068048,,left
1965.2,discussing,10.5,0.398417,,left
1965.3,many}respects,10.5,0.71080315,,left
1965.3,celestial}bodies,10.5,0.59555715,,left
1965.3,manned}landing,10.5,0.49510303,,left
1965.3,giving,10.5,0.4408257,,left
1965.4,small}craters,10.5,0.73648244,,right
1965.5,reporting,10.5,0.41422272,,left
1965.8,clean}room,10.5,0.27542531,,center
1965.9,Lunar}Orbiters,10.5,0.6985022,,left
1965.9,14}days,10.5,0.5907427,,center
1965.8,manned}flights,19.318787,0.4985826,,left
1965.9,2}hrs,10.5,0.58814925,,left
1966.2,manned}operations,10.5,0.96092623,,left
1966.3,wiring,10.5,0.339918,,left
1966.5,Bay}of}Lunar}Landing,10.5,0.6568047,,left
1966.6,lunar}landing}sites,10.5,0.9637043,,center
1967.1,sounding,10.5,0.48166052,,left
1967.4,tracking}data,10.5,0.4876454,,left
1967.5,Leonid}I|}Sedov,10.5,1.0,,left
1967.5,moving,10.5,0.46524286,,left
1967.6,planetary}probes,10.5,0.48635474,,right
1967.0,5}psi,19.534552,0.6818886,,left
1967.8,lunar}craters,10.5,0.9714201,,center
1968.0,Lyndon}B|}Johnson,10.5,1.0,,right
1968.2,completing,10.5,0.42888892,,left
1968.2,administrative}operations,10.5,0.73049974,,right
1968.3,starting,10.5,0.39064255,,left
1968.3,warning,10.5,0.42005524,,left
1968.3,retiring,10.5,0.40126526,,left
1968.5,feeling,10.5,0.4041249,,left
1968.5,walking,10.5,0.51200515,,left
1968.5,bringing,10.5,0.44913733,,left
1972.1,Ural}Mountains,19.824604,0.74223375,,right
1968.6,traveling,10.5,0.44157776,,left
1968.6,phasing,10.5,0.40091825,,left
1968.8,lunar}receiving,10.5,1.0,,center
1968.8,Commander}Armstrong,10.5,1.0,,right
1968.8,8}astronauts,10.5,0.74330586,,center
1968.8,prime}crewmen,10.5,0.7361584,,center
1968.9,21}days,10.5,0.7081041,,center
1969.0,5}hrs,10.5,0.73292196,,right
1969.1,3}hrs,10.5,0.5842707,,right
1969.2,national}priorities,10.5,0.49196112,,right
1998.4,Jupiter's}volcanic}moon,19.96638,1.0,,center
1969.3,6}lbs,10.5,1.0,,left
1969.3,Howard}Hughes,10.5,1.0,,right
1969.4,LaRC}Director}Edgar}M|}Cortright,10.5,1.0,,left
1969.5,10}hrs,10.5,0.6809568,,left
1969.8,12}astronauts,10.5,0.59712315,,center
1969.8,crystalline}rocks,10.5,0.74102753,,center
1969.8,igneous}rocks,10.5,1.0,,center
1969.8,20}lbs,10.5,0.66002506,,left
1970.3,other}data,10.5,0.5856913,,left
1970.3,human}beings,10.5,0.5924319,,left
1975.9,chemical}reactions,20.035955,0.70921475,,left
1970.3,lunar}landing}missions,10.5,0.84707445,,left
1970.4,Eugene}Cernan,10.5,1.0,,left
1970.8,12}samples,10.5,1.0,,left
1971.0,understanding,10.5,0.47615328,,left
1971.1,steering,10.5,0.32326278,,left
1971.2,lunar}programs,10.5,0.57912123,,left
1971.3,16}astronauts,10.5,0.59230185,,left
1971.3,unmanned}missions,10.5,0.4925021,,left
1971.4,manufacturing,10.5,0.43857375,,left
1971.6,lifting,10.5,0.43259966,,left
1966.6,young}men,20.111132,0.9504947,,left
1971.7,lunar}highlands,10.5,0.72888744,,right
1971.8,new}worlds,10.5,0.5833678,,left
1971.9,10}astronauts,10.5,1.0,,left
1972.0,unmanned}probes,10.5,0.5809207,,right
1972.0,medical}experiments,10.5,0.48893794,,right
1972.3,new}techniques,10.5,0.5832389,,right
1972.4,broadcasting,10.5,0.43408895,,left
1972.7,joint}working}group,10.5,0.49120438,,center
1972.7,medical}operations,10.5,0.48904574,,center
1972.7,energy}crisis,10.5,0.16618899,,center
1964.4,manned}missions,20.26327,0.49869156,,center
1972.8,medical}data,10.5,0.5865962,,center
1972.9,28}days,10.5,0.59152204,,center
1973.2,earthorbital}missions,10.5,0.47886312,,left
1973.2,Konstanin}D|}Bushuyev,10.5,1.0,,left
1973.3,James}Abourezk,10.5,1.0,,left
1973.3,lunar}rovers,10.5,0.5683883,,left
1973.3,extending,10.5,0.43037108,,left
1973.7,lunar}data,10.5,0.473551,,left
1973.8,17}missions,10.5,0.71733594,,left
1974.6,the}most}compelling}argument,10.5,1.0,,left
1976.5,new}pictures,21.000563,0.8945436,,right
1974.0,seismic}signals,48.20082,0.9492216,,left
1974.8,12}mos,10.5,0.42291132,,right
1975.1,shaking}hands,10.5,0.54302835,,right
1975.7,photographic}data,10.5,0.9166586,,center
1975.7,terrestrial}planets,10.5,0.6972067,,center
1975.7,two}attempts,10.5,0.46114293,,right
1976.0,building,10.5,0.4848231,,left
1976.0,pointing,10.5,0.41349688,,left
1976.1,studying,10.5,0.47929606,,left
1976.3,few}weeks,10.5,0.5638221,,right
1976.3,adding,10.5,0.37260714,,left
1962.5,Howard}Simons,21.244125,1.0,,right
1976.3,sending,10.5,0.4537071,,left
1976.3,spending,10.5,0.47224084,,left
1976.3,remaining,10.5,0.47772327,,left
1976.4,flying,10.5,0.47458622,,left
1976.5,checking,10.5,0.3651208,,left
1976.5,getting,10.5,0.45065776,,left
1976.5,providing,10.5,0.48008355,,left
1976.7,landing}operations,10.5,0.7073113,,center
1976.7,raw}materials,10.5,0.7066774,,center
1976.7,electrical}properties,10.5,0.5677529,,center
1964.8,Harold}Urey,21.49835,1.0,,right
1976.8,lunar}scientists,10.5,0.86223054,,center
1976.8,global}tracking,10.5,1.0,,center
1977.2,J|}Lawrence,10.5,1.0,,left
1977.3,environmental}advantages,10.5,1.0,,left
1977.3,such}structures,10.5,0.83847624,,left
1977.4,other}worlds,10.5,1.0,,left
1977.4,four}flights,10.5,0.54613245,,left
1977.4,possible}sites,10.5,0.53832877,,left
1977.7,Alan}B|}Binder,10.5,1.0,,left
1977.8,28}years,10.5,0.9504092,,left
1973.8,the}entire}lunar}surface,21.659424,0.9821926,,left
1977.8,the}same}unidentified}object,10.5,1.0,,left
1978.2,visible}rings,10.5,1.0,,left
1978.2,putting,10.5,0.44534874,,left
1978.3,beginning,10.5,0.48640868,,left
1978.3,mounting,10.5,0.28901526,,left
1978.4,handling,10.5,0.43185613,,left
1978.5,integrating,10.5,0.31573716,,left
1978.6,succeeding,10.5,0.46037903,,left
1978.7,showing,10.5,0.4691235,,left
1978.8,eating}utensils,10.5,0.7318135,,center
1979.7,Shuttle}bay,21.68261,0.9375,,center
1978.8,volcanic}gases,10.5,0.900508,,center
1978.8,eating,10.5,0.28508452,,left
1978.8,the}overall}structural}design,10.5,0.80731136,,left
1979.2,observing,10.5,0.39487252,,left
1979.4,lunar}resources,10.5,1.0,,left
1979.5,a}promising}new}meteorite,10.5,1.0,,center
1979.6,the}new}Soviet}feat,10.5,1.0,,center
1979.7,training}operations,10.5,1.0,,center
1979.7,training}mockups,10.5,1.0,,center
1980.0,an}experimental}lunar}cabin,10.5,0.7758546,,left
1975.0,legislative}affairs,22.287512,0.482494,,left
1980.1,ring,10.5,0.46137992,,left
1980.4,small}ringlets,10.5,1.0,,left
1980.4,looking,10.5,0.4583023,,left
1980.5,Wayne}C|}Ranow,10.5,1.0,,left
1980.5,initial}results,10.5,0.40338406,,left
1980.7,meaning,10.5,0.37741575,,left
1980.9,returning}data,10.5,0.44173574,,left
1980.9,small}communications,10.5,0.7099746,,left
1981.0,three}orbits,10.5,0.38812405,,left
1981.1,monitoring,10.5,0.46060944,,left
1970.2,Apollo}Telescope}Mount,23.846245,1.0,,center
1981.3,braking,10.5,0.40340889,,left
1981.5,three}astronomers,10.5,0.6460182,,left
1981.7,four}centuries,10.5,0.6453345,,center
1981.9,trucking}companies,10.5,0.4346588,,left
1982.3,airborne}tracking}aircraft,10.5,1.0,,left
1982.8,tracking,10.5,0.4959813,,left
1982.9,leaving,10.5,0.451419,,left
1983.2,going,10.5,0.49118224,,left
1983.2,measuring}methods,10.5,0.40354672,,left
1983.4,offering,10.5,0.3490843,,left
1970.5,15}astronauts,24.077116,0.7488548,,center
1983.7,working}instruments,10.5,0.585665,,center
1983.8,increasing,10.5,0.47146043,,left
1984.0,serving,10.5,0.40843558,,left
1984.1,pricing,10.5,0.1570251,,left
1984.1,acting,10.5,0.4699018,,left
1984.2,measuring,10.5,0.4445931,,left
1984.3,designing,10.5,0.38713706,,left
1984.3,operating,10.5,0.48324046,,left
1984.3,ranging,10.5,0.455236,,left
1984.4,having,10.5,0.47693792,,left
1971.7,Uranian}moons,24.911722,1.0,,left
1984.4,collecting,10.5,0.38573977,,left
1984.4,transferring,10.5,0.36309394,,left
1984.5,38}years,10.5,0.84821296,,right
