approx year, term, approx size, fill alpha percent, possible pos name, horiz align
1958.0,wing,10.5,0.56486547,,left
1958.5,remote}sensing}devices,10.5,0.37186787,,center
1968.8,weighing,10.5,0.44519654,,left
1968.9,planning}studies,10.5,0.83813804,,right
1968.9,foreign}experts,10.5,1.0,,right
1969.0,manipulating}liquids,10.5,0.77969044,,right
1969.1,senior}officials,10.5,0.66618633,,right
1969.2,drawing,10.5,0.3153409,,left
1969.2,marshaling,10.5,0.112210535,,left
1969.2,handling,10.5,0.43963066,,left
1969.6,fuelcell}technology,12.121402,0.25119358,,center
1969.6,increasing,10.5,0.44055566,,left
1969.7,final}negotiations,10.5,0.653895,,center
1969.7,operational}costs,10.5,0.5697445,,center
1969.8,key}elements,10.5,0.5542031,,center
1969.8,three}firms,10.5,0.64658093,,center
1969.9,Dr|}Paine,21.918358,1.0,,right
1970.0,Business}Section,18.126131,0.2547743,,right
1970.1,parallel}studies,11.979815,0.57086366,,right
1970.2,preliminary}designs,11.719629,0.57142365,,right
1970.3,continuing}appropriations,10.5,0.82946223,,left
1970.4,lifting,10.5,0.39736864,,left
1970.6,expendable}systems,10.5,0.8706748,,center
1970.7,operational}testing,10.5,0.5410695,,center
1970.8,100}missions,10.5,0.50794345,,center
1970.8,bank}loans,27.269928,0.2607422,,right
1970.9,sounding,19.8332,0.46689045,,left
1970.9,technological}advances,12.865076,0.49188593,,right
1971.1,supercritical}wing,10.5,1.0,,right
1971.2,reflecting,10.5,0.33563527,,left
1971.3,conceptual}designs,10.5,0.6507865,,right
1971.4,pending,10.5,0.3878201,,left
1971.4,substantial}savings,10.5,0.53492785,,right
1971.4,General}Accounting}Office,16.689941,1.0,,center
1971.5,establishing,10.5,0.40263176,,left
1971.6,orbital}maneuvering}system,10.5,0.7385419,,center
1971.7,several}months,23.84538,0.9866252,,right
1971.7,new}jobs,17.93432,0.66103095,,right
1971.8,several}times,10.5,1.0,,right
1971.8,different}altitudes,10.5,0.5520021,,right
1971.8,the}next}logical}step,10.5,0.68794316,,right
1971.9,large}orbiting,10.5,0.8996698,,right
1972.0,Walter}Mondale,17.341713,1.0,,right
1972.1,potential}benefits,10.5,0.556961,,right
1972.1,other}phenomena,10.5,0.57967186,,right
1972.4,operational}procedures,10.718177,0.5699309,,right
1972.5,industrial}contractors,10.5,0.9221423,,right
1972.5,60}flights,10.5,0.5472499,,right
1972.6,external}tanks,23.018812,0.7456919,,center
1972.6,Dr|}Richard}E|}Grindeland,10.5,1.0,,center
1972.7,other}activities,10.5,0.4824328,,center
1972.8,other}programs,10.5,0.589883,,center
1972.8,living}organisms,10.5,0.47867963,,center
1972.8,two}flights,13.837276,0.47230506,,left
1972.8,two}weeks,14.700601,0.49633172,,center
1973.2,electronic}components,10.5,0.5772282,,right
1973.2,medical}examinations,10.5,0.48541543,,right
1973.3,General}Dynamics,26.573282,1.0,,center
1973.3,making,20.271172,0.47649968,,left
1973.3,progressing,10.5,0.2790667,,left
1973.3,two}missions,10.5,0.5764774,,left
1973.3,engineering}services,10.5,0.5738539,,left
1973.3,spending,12.4630165,0.45738852,,left
1973.4,manned}maneuvering}unit,20.527712,0.5942619,,left
1973.5,rising,10.5,0.3501104,,left
1973.6,major}problems,13.691784,0.481493,,right
1973.7,processing}applications,10.5,0.9576714,,left
1973.8,three}months,24.186882,0.49537727,,right
1973.8,other}changes,10.5,0.5567769,,center
