approx year, term, approx size, fill alpha percent, possible pos name, horiz align
1976.0,wing,50.003857,0.58611274,,left
1974.4,20}times,50.000072,0.9930987,,left
1964.0,600}lbs,50.000057,0.5031243,,right
1972.0,Richard}Nixon,50.0,1.0,,center
1965.4,aerospace}industry,50.0,1.0,,center
1965.3,11}months,47.348034,0.5693253,,left
1972.4,White}Sands,45.547276,0.749712,,center
1984.3,two}years,44.10581,0.42835194,,center
1978.1,cardiovascular}system,43.525654,0.28718227,,left
1974.5,10}times,42.077454,0.99577945,,center
1968.3,30}yrs,41.904774,0.46515647,,left
1969.3,carbon}monoxide,39.838673,1.0,,right
1963.3,solar}flares,39.64081,0.49897623,,center
1985.7,flow}control,39.464222,0.3704705,,left
1977.0,Jimmy}Carter,37.642532,1.0,,center
1980.3,focal}plane,37.34078,0.29499054,,left
1978.8,Black}Brants,36.03673,0.46875,,left
1967.4,Walter}Sullivan,34.460445,1.0,,center
1971.2,9}hrs,33.923683,0.8165054,,right
1976.5,solar}energy,32.639908,0.7341046,,center
1964.8,Homer}E|}Newell}Jr|,32.406128,1.0,,left
1982.9,solar}systems,30.196877,0.4941925,,right
1964.5,three}times,30.014524,0.99769664,,center
1984.3,three}years,29.968718,0.49967992,,center
1991.6,70}miles,29.743788,0.62907976,,left
1969.1,new}projects,29.717096,0.5883844,,left
1972.3,Guyford}Stever,28.388063,1.0,,center
1981.6,four}inches,27.875158,0.7069993,,center
1993.3,Harry}Craft}Jr|,27.711512,1.0,,right
2003.3,space}exploration,27.321335,1.0,,center
1978.0,petroleum}products,27.117025,0.28011763,,left
1992.5,being,26.982916,0.4986308,,left
1975.3,aircraft}industry,26.627892,1.0,,left
1975.1,federal}agencies,26.575193,0.49820915,,left
1990.4,Wallops}Island,26.115952,0.57152516,,center
2005.4,energy}source,26.017164,0.7054827,,right
1963.6,four}years,25.64662,0.4986565,,center
1973.4,energy}research,25.552084,1.0,,center
1961.6,Goose}Bay,25.422813,1.0,,right
1973.9,cosmic}rays,25.36991,0.49929604,,left
1961.2,John}F|}Kennedy,24.809465,1.0,,center
1998.5,Robert}Jones,24.725306,1.0,,center
2006.7,black}hole,24.6513,1.0,,center
2004.7,flying,24.318346,0.48437807,,left
1971.6,remote}sensing,24.1626,0.5994624,,right
1999.5,aerospace}giant,23.337683,0.5846403,,right
1965.8,Edwards}AFB,23.314278,0.8449161,,left
1978.2,Dr|}Algirdis}L|}Nasvytis,23.233973,1.0,,left
1963.0,other}projects,23.231699,0.7357655,,right
1982.6,computer}science,22.793066,0.32287726,,right
1980.7,37}years,22.753677,0.703749,,left
1991.8,climate}change,22.079615,0.7721572,,left
1966.9,hot}stars,21.868998,0.7338662,,left
1967.0,outer}planets,21.73857,0.5950941,,left
2007.4,landing,21.596321,0.5,,left
1993.5,Antelope}Valley,21.564398,1.0,,center
2000.8,Milky}Way,21.205034,0.95786005,,center
1981.6,700}feet,21.159739,1.0,,left
1967.7,L|}E|}Flint,20.75588,1.0,,left
1997.6,new}images,20.53884,0.980514,,right
1970.1,The}General}Electric}Co,20.192598,1.0,,right
2005.5,ultraviolet}light,20.114794,0.45523763,,center
1969.9,supersonic}speeds,20.088503,0.59242046,,right
1990.4,Mount}Pinatubo,20.084057,0.9846539,,center
1986.0,Alice}Springs,19.979502,1.0,,left
1968.2,four}times,19.797977,0.99054927,,left
2001.9,Crystal}L|}Martin,19.745602,1.0,,right
1962.1,Jerome}Wiesner,19.399248,1.0,,right
1964.6,sonic}booms,19.20027,0.5869411,,left
2002.6,Jakobshavn}Isbræ}Glacier,19.149614,1.0,,left
1998.7,Crab}Nebula,18.910498,1.0,,center
1960.9,3}feet,18.709812,0.45015284,,right
1984.4,distant}galaxies,18.67546,0.5928784,,center
2004.8,30}miles,18.643167,0.41662917,,right
1968.8,Hans}Mark,18.526817,1.0,,center
2006.7,Alan}Stern,18.39818,1.0,,left
1969.1,tracking,18.384924,0.49521685,,left
1976.7,energy}efficiency,18.23001,0.2682193,,left
1979.8,new}wing}design,18.104551,1.0,,left
1988.5,using,17.875784,0.49931514,,left
1976.9,polar}regions,17.854208,0.59425306,,left
1979.8,few}miles,17.754812,0.7200824,,center
1988.9,recent}observations,17.531538,0.94725895,,right
1999.6,Andrew}Beal,17.496264,1.0,,left
1972.4,Thomas}C|}McMurtry,17.32084,1.0,,right
1984.4,human}factors,17.200796,0.58982956,,left
1987.6,energy}storage,16.949442,1.0,,center
1961.8,long}periods,16.904657,0.72639006,,right
1995.5,Comet}Hyakutake,16.765875,1.0,,right
1975.3,principal}investigators,16.510653,0.597621,,left
1975.6,high}altitudes,16.40755,0.4947016,,left
1972.8,new}data,16.403616,0.49680448,,center
1974.6,magnetic}fields,16.22051,0.49891225,,center
1963.7,﻿manned}orbiting}laboratory,16.20082,1.0,,center
2000.8,black}holes,16.143053,0.6666667,,center
1971.8,100}times,16.12549,0.99565166,,center
1974.5,solar}panels,16.111303,0.5988482,,left
1963.6,annual}meeting,15.946129,0.5963951,,center
1997.7,Dale}A|}Frail,15.912926,1.0,,center
1973.7,solar}heating,15.744602,0.4985287,,right
1973.8,the}House,15.733003,0.7992158,,center
1985.6,Thomas}Paine,15.307244,1.0,,left
2001.5,George}W|}Bush,15.19671,1.0,,left
1978.2,infrared}detectors,15.124864,0.6997672,,left
1994.7,federal}funding,15.081588,0.49038365,,right
1963.1,other}scientists,14.667781,0.48842204,,right
1977.7,7}days,14.647471,0.7147398,,left
1994.7,low}speeds,14.57636,0.6808631,,center
1985.7,control}program,14.56477,0.34518662,,left
1991.4,Gross}National}Product,14.487695,0.4466942,,left
1980.6,previous}years,14.321874,0.57644165,,right
1965.8,Robert}Hotz,14.233853,1.0,,center
1982.8,metal}tubing,14.182977,0.31283802,,center
1991.6,Potomac}River,14.103966,1.0,,left
1990.8,30}years,14.08748,0.49629423,,center
1982.3,scientific}aspects,14.071227,0.5617386,,right
1962.8,new}findings,14.068706,0.583682,,right
1983.3,four}instruments,14.045701,0.95923346,,right
1983.5,new}materials,13.915282,0.5913528,,left
1966.0,international}affairs,13.813675,0.48823246,,left
1995.8,Paul}F|}Holloway,13.652948,1.0,,right
1966.4,new}stars,13.544694,0.9808939,,left
1988.6,firing,13.49694,0.47833887,,left
1967.0,Bryce}Nelson,13.4965515,1.0,,left
1989.0,planetary}scientists,13.470767,0.95460844,,right
1967.1,federal}obligations,13.450483,0.48174712,,left
